total/steps,rollout/actions_std,ret_rms_mean,total/episodes,total/epochs,rollout/return,rollout/Q_mean,eval/Q,ret_rms_std,rollout/episode_steps,eval/return,reference_Q_std,eval/return_history,reference_action_std,train/param_noise_distance,train/loss_actor,train/loss_critic,obs_rms_mean,rollout/episodes,rollout/actions_mean,eval/episodes,obs_rms_std,reference_Q_mean,reference_actor_Q_mean,reference_actor_Q_std,total/duration,rollout/return_history,reference_action_mean,total/steps_per_second
145000,0.6652899980545044,0.0,145.0,145,284.9980226293514,133.1956329345703,167.0621795654297,1.0,1000.0,511.9703913980842,2.6076552867889404,458.51366970049804,0.8435513377189636,0.0,-163.4705047607422,29.7349796295166,0.16511894762516022,145.0,-0.043176472187042236,145.0,2.7016875743865967,149.12957763671875,150.52218627929688,2.7090067863464355,2643.2535214424133,370.0564159505062,0.1947425752878189,54.85663740679481
146000,0.6649616956710815,0.0,146.0,146,286.8277338991936,133.4280548095703,167.50259399414062,1.0,1000.0,611.7283839043492,2.207967758178711,458.83089392234234,0.8136222958564758,0.0,-163.4243927001953,15.159964561462402,0.165114626288414,146.0,-0.04395906627178192,146.0,2.703392267227173,149.51271057128906,150.6595916748047,2.083517551422119,2661.451855659485,370.7515894817996,0.11406625062227249,54.8572763732457
147000,0.664746105670929,0.0,147.0,147,288.5093094350111,133.65496826171875,167.04891967773438,1.0,1000.0,641.6208112549842,1.8097271919250488,459.0125482049077,0.8192309737205505,0.0,-163.25335693359375,27.1309757232666,0.165449321269989,147.0,-0.043091338127851486,147.0,2.706632137298584,148.42626953125,149.61412048339844,2.2732152938842773,2679.6672642230988,369.4357470224093,-0.043440718203783035,54.85755711637538
148000,0.6647949814796448,0.0,148.0,148,290.3677678095152,133.87933349609375,167.85743713378906,1.0,1000.0,671.74155492177,2.0965464115142822,458.85704823249705,0.8321413993835449,0.0,-163.28594970703125,34.66081237792969,0.16566069424152374,148.0,-0.043031759560108185,148.0,2.7102606296539307,149.62966918945312,150.39788818359375,2.4430205821990967,2697.931310892105,370.18126442407475,-0.24191661179065704,54.8568450955343
149000,0.6650447249412537,0.0,149.0,149,292.481379729206,134.10536193847656,166.98997497558594,1.0,1000.0,674.3919358830747,2.2317073345184326,457.90516311002756,0.8336751461029053,0.0,-163.13723754882812,11.242459297180176,0.16584569215774536,149.0,-0.04244420677423477,149.0,2.712907552719116,149.4639892578125,150.75552368164062,2.604041576385498,2716.276922225952,370.39011008144263,-0.029167279601097107,54.85449542379373
150000,0.6648105382919312,0.0,150.0,150,293.4612960581701,134.31744384765625,165.9862823486328,1.0,1000.0,547.989726282138,2.4037270545959473,460.79438683222673,0.8891088962554932,0.0,-163.0160369873047,20.631946563720703,0.16601860523223877,150.0,-0.042250096797943115,150.0,2.7130184173583984,150.91748046875,152.37808227539062,2.4559223651885986,2734.513748407364,369.82654326566336,0.1891801506280899,54.85435942216895
151000,0.6646658182144165,0.0,151.0,151,294.95319365083253,134.52420043945312,165.1390838623047,1.0,1000.0,570.8049229022104,1.9750213623046875,459.9673412791955,0.8844102025032043,0.0,-162.4678955078125,35.080650329589844,0.16624042391777039,151.0,-0.04198700562119484,151.0,2.7155895233154297,148.3996124267578,149.64285278320312,1.982309341430664,2752.8148481845856,369.09399887249646,-0.2112501710653305,54.85294446867025
152000,0.6645370721817017,0.0,152.0,152,296.7697595553633,134.73175048828125,165.81121826171875,1.0,1000.0,497.1046460214781,1.7574760913848877,462.9181778611146,0.812922477722168,0.0,-162.54339599609375,11.803423881530762,0.16640347242355347,152.0,-0.042308349162340164,152.0,2.7203755378723145,149.36953735351562,150.85516357421875,1.9255897998809814,2771.1201000213623,370.51532169556094,-0.1519109159708023,54.85146601867896
153000,0.6644278764724731,0.0,153.0,153,297.49754371058884,134.9286651611328,164.3928985595703,1.0,1000.0,494.5788627686755,1.2618378400802612,463.58784977320386,0.8289185166358948,0.0,-161.85411071777344,35.229949951171875,0.1664801985025406,153.0,-0.042678747326135635,153.0,2.7223310470581055,149.13180541992188,150.0279998779297,1.1921100616455078,2789.425838947296,370.5403149626802,0.03881768509745598,54.84999739506995
154000,0.6645045280456543,0.0,154.0,154,297.90846911121605,135.11849975585938,165.57843017578125,1.0,1000.0,700.8973654916817,1.295934796333313,464.83955811759193,0.8408941626548767,0.0,-161.58920288085938,20.326129913330078,0.1666639894247055,154.0,-0.042433589696884155,154.0,2.725536584854126,148.7711944580078,150.08798217773438,1.3021275997161865,2807.7319445610046,369.9208028451545,-0.06973789632320404,54.848540758429934
155000,0.6646780371665955,0.0,155.0,155,298.32437765957155,135.30433654785156,164.6318359375,1.0,1000.0,638.2527901609587,1.5622965097427368,463.3033552223354,0.9093552827835083,0.0,-161.54640197753906,9.105226516723633,0.1668182611465454,155.0,-0.04248462989926338,155.0,2.7268285751342773,151.13604736328125,152.6228485107422,1.8216594457626343,2826.170110464096,368.06708996821493,-0.12185212224721909,54.84454011671182
156000,0.665553092956543,0.0,156.0,156,293.96422456498505,135.43470764160156,164.14590454101562,1.0,1000.0,500.57106842536433,1.7164039611816406,461.46548090146894,0.8030752539634705,0.0,-161.86236572265625,19.54581069946289,0.16567987203598022,156.0,-0.042740628123283386,156.0,2.7203152179718018,153.54397583007812,154.63021850585938,1.9029065370559692,2844.5038809776306,359.09778601226213,-0.33056166768074036,54.842604027801215
157000,0.6655619144439697,0.0,157.0,157,295.2391035793933,135.61639404296875,164.07546997070312,1.0,1000.0,584.9839250386459,1.9424399137496948,462.09118822608883,0.8454928994178772,0.0,-161.52560424804688,20.212322235107422,0.16590416431427002,157.0,-0.042807191610336304,157.0,2.7224903106689453,152.58990478515625,153.54876708984375,2.2398219108581543,2862.876751422882,360.75817770640276,-0.2057705670595169,54.83994374608311
158000,0.6653921008110046,0.0,158.0,158,297.6646833304452,135.8004608154297,162.4529571533203,1.0,1000.0,482.6360315555341,2.7064220905303955,461.04126577215624,0.8282701969146729,0.0,-161.5434112548828,12.92477035522461,0.16616947948932648,158.0,-0.04245263338088989,158.0,2.7268567085266113,151.6606903076172,152.5248260498047,2.61572003364563,2881.189903497696,364.350237998256,0.11094203591346741,54.8384540040876
159000,0.6658911108970642,0.0,159.0,159,295.3323953300699,135.9283447265625,163.1329345703125,1.0,1000.0,440.4719780679703,1.9717832803726196,460.3912395612513,0.8461931347846985,0.0,-161.0292510986328,35.33689880371094,0.1658741682767868,159.0,-0.041990868747234344,159.0,2.726027011871338,148.51077270507812,149.8367919921875,2.0295968055725098,2899.5664439201355,360.0488037822267,0.130592480301857,54.83578427160865
160000,0.6658121943473816,0.0,160.0,160,296.6627199025418,136.1043701171875,163.32745361328125,1.0,1000.0,461.76889992226535,2.413686990737915,458.77874532462573,0.8444072604179382,0.0,-161.09556579589844,22.71319007873535,0.16597165167331696,160.0,-0.04262535274028778,160.0,2.7280380725860596,150.71981811523438,151.78292846679688,2.4452381134033203,2917.9414689540863,364.17451407523384,0.2991172969341278,54.83317664262497
161000,0.6657758951187134,0.0,161.0,161,297.30797654462685,136.27052307128906,163.07763671875,1.0,1000.0,392.5854336015067,1.3526079654693604,461.06168532896584,0.8266345262527466,0.0,-161.15187072753906,40.30776596069336,0.16612069308757782,161.0,-0.04267092049121857,161.0,2.7317333221435547,148.10797119140625,148.82728576660156,1.5259778499603271,2936.2867476940155,362.1458057651652,0.30405837297439575,54.83115711585042
162000,0.6659557223320007,0.0,162.0,162,298.162514209444,136.43849182128906,163.6358184814453,1.0,1000.0,462.24902100515794,2.6525866985321045,469.88084419489235,0.8870363235473633,0.0,-161.24119567871094,33.03164291381836,0.16621120274066925,162.0,-0.04358326643705368,162.0,2.73681902885437,149.86456298828125,151.02972412109375,2.675912857055664,2954.632740497589,367.64614356361216,0.17715857923030853,54.829149416626855
163000,0.6659793257713318,0.0,163.0,163,298.5413247217267,136.60157775878906,163.2047576904297,1.0,1000.0,418.17693172182936,1.7256098985671997,478.69928596366816,0.8112423419952393,0.0,-160.6942138671875,42.234962463378906,0.16640563309192657,163.0,-0.04343181475996971,163.0,2.739612579345703,149.154052734375,149.87884521484375,1.8555349111557007,2972.969410419464,374.8630290970507,0.38071826100349426,54.82733842760996
164000,0.6662718057632446,0.0,164.0,164,299.06383237184787,136.76185607910156,163.17210388183594,1.0,1000.0,528.7938227960357,1.4764412641525269,478.11132890927337,0.9154877662658691,0.0,-159.99148559570312,23.146333694458008,0.16653010249137878,164.0,-0.04367031529545784,164.0,2.7406270503997803,147.00875854492188,148.0978546142578,1.4899359941482544,2991.237450361252,378.1946781820427,0.125108540058136,54.82680754087032
165000,0.6661549806594849,0.0,165.0,165,299.9605873718699,136.91986083984375,162.44432067871094,1.0,1000.0,544.7674106326109,2.23288631439209,478.5455373243495,0.8665637373924255,0.0,-159.7235565185547,31.106443405151367,0.16668355464935303,165.0,-0.04397067055106163,165.0,2.7437241077423096,148.47988891601562,150.0486297607422,2.400130271911621,3009.450802087784,379.54370943018284,0.22064484655857086,54.82727941109138
166000,0.666060745716095,0.0,166.0,166,300.8806314785546,137.0699005126953,163.42771911621094,1.0,1000.0,647.2816317863666,2.124746322631836,478.43880393759986,0.8942685723304749,0.0,-159.70196533203125,24.406757354736328,0.16671185195446014,166.0,-0.04493795335292816,166.0,2.7461578845977783,149.14102172851562,150.2720947265625,2.4170539379119873,3027.7129662036896,378.96929626248306,0.0735868588089943,54.82686167841722
167000,0.6663313508033752,0.0,167.0,167,301.9463848299517,137.22103881835938,162.1593780517578,1.0,1000.0,578.085437527958,1.3616042137145996,479.69360122342545,0.8844640254974365,0.0,-159.10165405273438,19.904260635375977,0.1668493002653122,167.0,-0.04522024840116501,167.0,2.7480111122131348,147.22842407226562,148.0594482421875,1.403847575187683,3046.0917892456055,379.03667157451747,0.23242057859897614,54.824349216790736
168000,0.6666598916053772,0.0,168.0,168,303.69847271037446,137.37188720703125,162.4935302734375,1.0,1000.0,699.2472532324315,1.4374816417694092,481.13895487829154,0.9004548788070679,0.0,-158.5624542236328,40.62107849121094,0.1670648753643036,168.0,-0.04493726044893265,168.0,2.748244047164917,146.68446350097656,148.25827026367188,1.6505136489868164,3064.5693368911743,379.1248169561735,0.15793192386627197,54.8201008140433
169000,0.6666370034217834,0.0,169.0,169,304.6531112290691,137.51516723632812,161.7217559814453,1.0,1000.0,676.7666735480947,0.9527269601821899,484.516632833172,0.8823556900024414,0.0,-158.39132690429688,16.94635772705078,0.1672177016735077,169.0,-0.044952575117349625,169.0,2.750375270843506,146.0530548095703,146.67959594726562,0.9643034338951111,3082.876997947693,379.5727155657748,0.23496407270431519,54.81892404805812
170000,0.6670150756835938,0.0,170.0,170,304.55562884704995,137.65235900878906,161.193603515625,1.0,1000.0,593.2626407022879,1.0633132457733154,483.835185945785,0.8777880668640137,0.0,-158.02499389648438,39.509124755859375,0.1672191172838211,170.0,-0.045629020780324936,170.0,2.752706527709961,144.1779327392578,144.6409912109375,0.997123122215271,3101.1753239631653,380.95692406062807,0.12538352608680725,54.81792618636843
171000,0.6670172810554504,0.0,171.0,171,306.11954390516604,137.79220581054688,162.15872192382812,1.0,1000.0,806.334293037288,1.377368450164795,484.7508167717179,0.8941232562065125,0.0,-158.15460205078125,22.999326705932617,0.16737902164459229,171.0,-0.045909333974123,171.0,2.75374698638916,143.25576782226562,144.56298828125,1.4802658557891846,3119.5914850234985,381.13805700683633,0.0845523476600647,54.81486945355986
172000,0.6668763756752014,0.0,172.0,172,308.04791280875673,137.93138122558594,161.1470947265625,1.0,1000.0,434.1731877446356,1.3993321657180786,487.2841561409592,0.863163411617279,0.0,-158.5006866455078,11.474847793579102,0.1676167994737625,172.0,-0.0458051860332489,172.0,2.7554666996002197,145.07955932617188,146.27627563476562,1.4490832090377808,3137.9017083644867,384.2423352263839,-0.04117826744914055,54.8136990848093
173000,0.6668089032173157,0.0,173.0,173,309.31600415110915,138.0660858154297,162.32569885253906,1.0,1000.0,768.9056520088277,2.0024752616882324,489.2057513307655,0.9124020934104919,0.0,-158.3856658935547,24.977741241455078,0.16767428815364838,173.0,-0.04614810273051262,173.0,2.757094383239746,145.54226684570312,146.52239990234375,2.008883237838745,3156.1460616588593,393.41468449209015,0.09997723251581192,54.81368625540473
174000,0.6668828129768372,0.0,174.0,174,310.2001259230324,138.19863891601562,162.45343017578125,1.0,1000.0,715.571147570564,1.9674227237701416,495.56872314346504,0.8103467226028442,0.0,-158.0230255126953,31.444988250732422,0.16789409518241882,174.0,-0.04561558738350868,174.0,2.758955717086792,144.0743408203125,145.6128692626953,2.1811635494232178,3174.396344423294,393.5817741129815,-0.3425733149051666,54.81357118674836
175000,0.6667873859405518,0.0,175.0,175,312.6075904939053,138.33700561523438,161.7908172607422,1.0,1000.0,752.0663933071365,2.0652406215667725,497.41281683987495,0.8352766633033752,0.0,-158.20359802246094,25.942771911621094,0.1680389642715454,175.0,-0.0458136610686779,175.0,2.760187864303589,144.09487915039062,145.68800354003906,2.3178203105926514,3192.661917924881,397.4485532833532,0.013450388796627522,54.81319491346077
176000,0.6667346358299255,0.0,176.0,176,314.33199132806647,138.47061157226562,162.95541381835938,1.0,1000.0,800.6333214804268,1.6529018878936768,500.4044273069439,0.8675631284713745,0.0,-158.8707733154297,24.083942413330078,0.16829097270965576,176.0,-0.04553523287177086,176.0,2.760938882827759,145.1559600830078,146.76048278808594,1.7872391939163208,3210.9584102630615,398.94448139582624,-0.15688133239746094,54.812295119568674
177000,0.6664453744888306,0.0,177.0,177,316.71357886213667,138.60826110839844,163.2229461669922,1.0,1000.0,802.0028633638319,1.3998125791549683,502.6525390901142,0.8461925387382507,0.0,-159.21749877929688,15.081441879272461,0.16848528385162354,177.0,-0.045761968940496445,177.0,2.761997938156128,146.44393920898438,147.8587646484375,1.39394211769104,3229.264944791794,404.3237854105644,0.02521880529820919,54.81123507238643
178000,0.6662333011627197,0.0,178.0,178,318.87776033776095,138.74465942382812,162.82997131347656,1.0,1000.0,594.1389422087507,1.4024364948272705,502.6060596444025,0.8584880232810974,0.0,-159.4296417236328,15.793556213378906,0.1688169240951538,178.0,-0.045097239315509796,178.0,2.7639193534851074,149.4633026123047,150.29095458984375,1.2599775791168213,3247.7191417217255,408.3882543236569,0.15687917172908783,54.807694949150125
179000,0.6663070917129517,0.0,179.0,179,320.2509145145821,138.8734588623047,163.40383911132812,1.0,1000.0,763.054920563694,0.9237709045410156,506.73744161547535,0.8845285773277283,0.0,-159.4006805419922,33.21073532104492,0.1691310852766037,179.0,-0.04459549859166145,179.0,2.766733407974243,149.03665161132812,150.0694580078125,0.9911313056945801,3266.093525648117,411.8259102017662,0.20573250949382782,54.80553407131218
180000,0.6663962006568909,0.0,180.0,180,322.23768206698327,139.00607299804688,162.64674377441406,1.0,1000.0,640.3171619054363,1.0114585161209106,513.3975053512168,0.8524814248085022,0.0,-159.52920532226562,17.12310028076172,0.16931402683258057,180.0,-0.04488084837794304,180.0,2.7684519290924072,148.3861083984375,149.38157653808594,1.2821351289749146,3284.4268124103546,415.0964900054296,0.1423116773366928,54.804083111202814
181000,0.6663466095924377,0.0,181.0,181,324.06753137329747,139.1360321044922,162.98468017578125,1.0,1000.0,759.551389043798,0.8821335434913635,523.9509359868837,0.8069073557853699,0.0,-159.92282104492188,7.955077648162842,0.16950900852680206,181.0,-0.0448092482984066,181.0,2.769989252090454,149.47634887695312,150.42176818847656,0.8846753239631653,3302.782205581665,416.612159076049,0.18893927335739136,54.80228145050316
182000,0.6662778258323669,0.0,182.0,182,325.8734244314401,139.26724243164062,161.57264709472656,1.0,1000.0,548.4119844698478,0.9274311661720276,531.9929433645143,0.8297492265701294,0.0,-160.04600524902344,33.542415618896484,0.16967181861400604,182.0,-0.04472189024090767,182.0,2.7718398571014404,149.4945831298828,150.71820068359375,1.2368866205215454,3321.193551301956,426.6500655407528,0.10057637095451355,54.79957647414236
183000,0.6664820313453674,0.0,183.0,183,327.67412518460884,139.39781188964844,161.26010131835938,1.0,1000.0,425.4100829211312,0.9742386937141418,532.0750647875607,0.808635413646698,0.0,-160.3399658203125,23.942392349243164,0.16995179653167725,183.0,-0.0443480983376503,183.0,2.7739171981811523,150.42080688476562,151.46958923339844,0.9674621820449829,3339.5752534866333,430.67994509522265,0.22531898319721222,54.797387724364526
184000,0.6666496992111206,0.0,184.0,184,328.93756691521924,139.5222625732422,161.8706817626953,1.0,1000.0,523.3064568375707,1.0904489755630493,533.8166532859892,0.8257554769515991,0.0,-159.96356201171875,30.484521865844727,0.17001716792583466,184.0,-0.04502955824136734,184.0,2.775667190551758,149.18234252929688,150.32992553710938,0.849373459815979,3357.8473978042603,433.1074506211137,0.08905226737260818,54.797010763598124
185000,0.6668305993080139,0.0,185.0,185,329.39156351648893,139.64035034179688,161.70375061035156,1.0,1000.0,435.54856593915684,0.9237517714500427,532.5056088545217,0.7851301431655884,0.0,-160.2754669189453,17.809545516967773,0.17012684047222137,185.0,-0.04520287364721298,185.0,2.779444932937622,150.35243225097656,151.2783203125,0.9612501263618469,3376.143481492996,433.7932690173784,0.3365408480167389,54.79624933422243
186000,0.6669817566871643,0.0,186.0,186,329.8295004858091,139.75856018066406,162.49502563476562,1.0,1000.0,517.7474385078465,0.798770010471344,532.8805274639592,0.8340228796005249,0.0,-160.31715393066406,19.538990020751953,0.17013010382652283,186.0,-0.04576263576745987,186.0,2.781743049621582,150.2432098388672,151.37908935546875,0.9283051490783691,3394.4464507102966,435.3680404746916,0.1169828400015831,54.795384962128075
187000,0.6671934127807617,0.0,187.0,187,330.76559301094767,139.87911987304688,161.9443817138672,1.0,1000.0,417.502775694529,1.0064334869384766,537.2834782580712,0.861327052116394,0.0,-160.10569763183594,27.574350357055664,0.1702912300825119,187.0,-0.04562542214989662,187.0,2.785839319229126,149.9401092529297,151.16452026367188,0.9741736650466919,3412.7119262218475,437.540071549841,0.07827888429164886,54.795131860726485
188000,0.667438268661499,0.0,188.0,188,331.13500241510195,139.99310302734375,162.86700439453125,1.0,1000.0,647.8181991671469,0.9547449946403503,539.7458620693413,0.8634635210037231,0.0,-160.03704833984375,22.705575942993164,0.17029309272766113,188.0,-0.04624555632472038,188.0,2.7883083820343018,150.69725036621094,151.91961669921875,1.0412156581878662,3431.0999040603638,437.90091975204706,-0.011644840240478516,54.792925084320856
189000,0.6676424145698547,0.0,189.0,189,332.3736971530817,140.11256408691406,162.414794921875,1.0,1000.0,612.6773666287726,0.9012735486030579,542.5091842753889,0.8313127160072327,0.0,-159.93821716308594,24.52191162109375,0.17034649848937988,189.0,-0.046566035598516464,189.0,2.78944993019104,150.49594116210938,151.47145080566406,1.024905800819397,3449.404360771179,441.68887094808304,0.10029888898134232,54.79206849432564
190000,0.6677646636962891,0.0,190.0,190,333.2953936334676,140.22540283203125,161.76626586914062,1.0,1000.0,610.8067444310327,0.9641491770744324,542.793299556943,0.7658463716506958,0.0,-159.22216796875,31.79843521118164,0.17033998668193817,190.0,-0.04712160676717758,190.0,2.791677236557007,149.53240966796875,150.49681091308594,0.6844585537910461,3467.668032646179,443.96846036505434,0.1818605214357376,54.79186537213336
191000,0.6678808331489563,0.0,191.0,191,334.1487179881145,140.3345184326172,161.6621856689453,1.0,1000.0,542.7202418515085,1.2872164249420166,543.8748070713051,0.8511171936988831,0.0,-159.23851013183594,23.94610595703125,0.1704399734735489,191.0,-0.04715811833739281,191.0,2.7942256927490234,148.21524047851562,149.63565063476562,1.3043725490570068,3485.9763689041138,444.09773219333874,0.10309088230133057,54.79096235527398
192000,0.6680141091346741,0.0,192.0,192,335.45063667563613,140.4447021484375,161.28955078125,1.0,1000.0,634.6018796259547,0.9171663522720337,546.342770821127,0.8342316150665283,0.0,-158.8377685546875,22.960277557373047,0.17065291106700897,192.0,-0.0469169020652771,192.0,2.794785976409912,148.2615203857422,149.55055236816406,0.9179791808128357,3504.264936208725,448.29190750790104,0.03375741094350815,54.79037786672756
193000,0.6682608127593994,0.0,193.0,193,335.4425070461188,140.54449462890625,160.57962036132812,1.0,1000.0,490.10716879202465,0.8312264680862427,549.3138344430865,0.8194844126701355,0.0,-158.97291564941406,32.28874969482422,0.17073102295398712,193.0,-0.046963777393102646,193.0,2.795424699783325,149.0768585205078,150.1123504638672,0.8591039776802063,3522.6265223026276,447.49553489919714,0.1507664918899536,54.78866373658088
194000,0.6683008074760437,0.0,194.0,194,336.7577131637487,140.65260314941406,160.994140625,1.0,1000.0,574.9134111844483,0.7501837015151978,550.3366817681375,0.804117739200592,0.0,-159.21836853027344,26.076303482055664,0.17084234952926636,194.0,-0.046904101967811584,194.0,2.7970330715179443,149.20468139648438,150.33641052246094,0.6279767751693726,3540.9354338645935,450.67707281195095,0.22902892529964447,54.78778238784984
195000,0.6682658791542053,0.0,195.0,195,338.2342117318203,140.76034545898438,161.8949737548828,1.0,1000.0,688.1039147210057,0.9892545342445374,553.7419156975693,0.8058633208274841,0.0,-159.29396057128906,11.76641845703125,0.17097342014312744,195.0,-0.046773750334978104,195.0,2.7983016967773438,149.4476318359375,150.26560974121094,0.8594537377357483,3559.294134616852,453.808928354132,0.26075926423072815,54.786143719755046
196000,0.6683498024940491,0.0,196.0,196,339.291500821617,140.86341857910156,160.90289306640625,1.0,1000.0,438.7065104543088,0.8943294882774353,554.2891014066563,0.8510990738868713,0.0,-158.60195922851562,34.76748275756836,0.17101767659187317,196.0,-0.04735516384243965,196.0,2.7990245819091797,148.63101196289062,149.536865234375,0.8204346895217896,3577.618180036545,457.9167250351431,0.034954313188791275,54.785052550800124
197000,0.668453574180603,0.0,197.0,197,340.18043333661717,140.96534729003906,160.90199279785156,1.0,1000.0,496.2094040217906,0.754927396774292,555.0031998416359,0.7565927505493164,0.0,-158.6193389892578,32.546302795410156,0.1710752248764038,197.0,-0.04770302772521973,197.0,2.800532579421997,147.4738311767578,148.0144805908203,0.7962784767150879,3595.9787936210632,459.098292496804,0.09624239802360535,54.78341539428985
198000,0.6685927510261536,0.0,198.0,198,340.64032834212645,141.06163024902344,160.2545928955078,1.0,1000.0,687.0505620657046,1.4715642929077148,556.4916468394415,0.8080655336380005,0.0,-157.9608154296875,28.243803024291992,0.17122742533683777,198.0,-0.04728526622056961,198.0,2.8004956245422363,146.16604614257812,147.07867431640625,1.522189974784851,3614.3627071380615,459.9695079192879,-0.05217009782791138,54.78144172109974
199000,0.6686264872550964,0.0,199.0,199,342.1268132097512,141.1602325439453,160.87530517578125,1.0,1000.0,727.8630824362615,1.180579423904419,560.4734657204568,0.8034583330154419,0.0,-157.73724365234375,20.186656951904297,0.1713160127401352,199.0,-0.04758189991116524,199.0,2.8001325130462646,145.25088500976562,146.1398468017578,1.1975071430206299,3632.7155380249023,462.2302373145155,-0.12106353789567947,54.779956734018256
200000,0.6684696674346924,0.0,200.0,200,344.19671627788165,141.26051330566406,153.19760131835938,1.0,1000.0,-114.34946611474452,1.0092947483062744,554.0271479074348,0.7891792058944702,0.0,-158.01617431640625,15.085119247436523,0.1715782731771469,200.0,-0.047096263617277145,200.0,2.801309585571289,146.21572875976562,147.26947021484375,0.9306755661964417,3651.201001405716,465.5504226035592,0.10830867290496826,54.77649680831042
201000,0.6686641573905945,0.0,201.0,201,343.029820980033,141.33433532714844,151.47727966308594,1.0,1000.0,-392.6683048507509,0.7425082921981812,545.2327360308312,0.8014304041862488,0.0,-158.2118682861328,19.620412826538086,0.17135632038116455,201.0,-0.04731938987970352,201.0,2.79889178276062,147.21990966796875,148.17567443847656,0.799204409122467,3669.789825439453,462.8055713004498,0.3176758587360382,54.77152904142964
202000,0.6695336103439331,0.0,202.0,202,339.3655723067119,141.37936401367188,161.7144317626953,1.0,1000.0,811.8538057647293,1.0700485706329346,548.3535618742011,0.792634904384613,0.0,-158.0111541748047,26.921825408935547,0.17090637981891632,202.0,-0.04576273262500763,202.0,2.7936031818389893,144.93527221679688,146.0504150390625,0.914618968963623,3688.131735086441,454.34921787049194,0.05412361025810242,54.7702778830555
203000,0.6694884896278381,0.0,203.0,203,340.99026421336316,141.4780731201172,161.74783325195312,1.0,1000.0,675.2049319971323,1.5038039684295654,548.9296548503369,0.8657189607620239,0.0,-158.3093719482422,22.957191467285156,0.17117895185947418,203.0,-0.0453014075756073,203.0,2.7957046031951904,146.5706024169922,147.91732788085938,1.6849886178970337,3706.453910112381,457.38261862375373,-0.039121340960264206,54.7693307196271
204000,0.6693243384361267,0.0,204.0,204,342.1150161804534,141.57421875,162.13189697265625,1.0,1000.0,821.2320851963905,1.7117618322372437,553.9237195843862,0.8529201745986938,0.0,-158.55780029296875,33.909385681152344,0.17130208015441895,204.0,-0.04545135796070099,204.0,2.796830654144287,146.86392211914062,148.2397918701172,1.7467418909072876,3724.730227947235,460.47993649054405,-0.018418332561850548,54.76906715803362
205000,0.6694003939628601,0.0,205.0,205,343.81508877420595,141.67474365234375,162.82479858398438,1.0,1000.0,731.5859047298278,1.0670872926712036,556.4181013871648,0.8710697889328003,0.0,-159.1409149169922,19.882951736450195,0.1715579479932785,205.0,-0.04506300017237663,205.0,2.7980856895446777,146.73846435546875,147.84730529785156,0.9339605569839478,3743.040351629257,464.5311994063265,0.04589073732495308,54.76831151733866
206000,0.6693419218063354,0.0,206.0,206,345.37899036654886,141.77590942382812,163.2821807861328,1.0,1000.0,813.4623976160543,1.3230388164520264,560.77976410948,0.8286312818527222,0.0,-159.3465576171875,27.967308044433594,0.17176367342472076,206.0,-0.04482204467058182,206.0,2.7994768619537354,148.35305786132812,149.91455078125,1.3036909103393555,3761.3700551986694,468.0212914757555,0.1237095296382904,54.767278139858384
207000,0.6693644523620605,0.0,207.0,207,347.11662530441146,141.87655639648438,162.18655395507812,1.0,1000.0,706.9337448712647,1.1983473300933838,563.3120377250121,0.8597010970115662,0.0,-159.22030639648438,26.526880264282227,0.17206954956054688,207.0,-0.0440259613096714,207.0,2.8013505935668945,147.81544494628906,149.01002502441406,1.092045783996582,3779.7148146629333,470.106835341864,0.019623497501015663,54.766036632438315
208000,0.6695079207420349,0.0,208.0,208,347.6470788674594,141.9688262939453,161.23973083496094,1.0,1000.0,467.00479064719104,0.8320193886756897,564.1828822476217,0.8404790163040161,0.0,-159.39796447753906,9.546573638916016,0.17217162251472473,208.0,-0.043931860476732254,208.0,2.803997278213501,148.76144409179688,150.22283935546875,0.8200172781944275,3798.120482444763,472.4651851857384,0.22728331387043,54.763928885719594
209000,0.6696115732192993,0.0,209.0,209,348.6257474313362,142.06199645996094,161.50965881347656,1.0,1000.0,597.3671254174487,0.8810464143753052,565.6262115631188,0.8053210973739624,0.0,-159.21835327148438,15.562156677246094,0.17234770953655243,209.0,-0.0437675379216671,209.0,2.8071374893188477,149.85757446289062,150.9792938232422,0.8595727682113647,3816.4505734443665,475.1958064973432,0.25768938660621643,54.76292591190993
210000,0.6696758270263672,0.0,210.0,210,349.279700585866,142.15184020996094,162.7170867919922,1.0,1000.0,672.2544426171146,0.9396452903747559,568.4773199199976,0.8590671420097351,0.0,-159.6859130859375,18.010887145996094,0.1726365089416504,210.0,-0.042977359145879745,210.0,2.809107542037964,150.67886352539062,152.40455627441406,0.9713254570960999,3834.820733308792,477.57532739742896,-0.06688845157623291,54.761360335820974
211000,0.6698456406593323,0.0,211.0,211,349.84035234377507,142.23875427246094,161.928955078125,1.0,1000.0,679.3325237078371,1.0918693542480469,571.2500731816588,0.8704369068145752,0.0,-159.31454467773438,15.596095085144043,0.17269039154052734,211.0,-0.043032657355070114,211.0,2.8118646144866943,150.3050994873047,151.2843475341797,1.0332608222961426,3853.0418214797974,478.4978104904929,0.04611552879214287,54.76192830914133
