eval/episodes,obs_rms_std,eval/return_history,rollout/episodes,total/steps,rollout/actions_mean,reference_action_std,eval/return,rollout/Q_mean,param_noise_stddev,reference_perturbed_action_std,total/episodes,reference_Q_mean,reference_actor_Q_mean,train/loss_critic,rollout/return,obs_rms_mean,train/loss_actor,ret_rms_mean,total/epochs,reference_action_mean,reference_perturbed_action_mean,rollout/episode_steps,total/steps_per_second,ret_rms_std,total/duration,reference_actor_Q_std,train/param_noise_distance,rollout/actions_std,eval/Q,reference_Q_std,rollout/return_history
11.0,1.031209111213684,187.8948227486655,69.0,11000,0.6226420998573303,0.4383915960788727,81.91032504996929,17.746313095092773,0.034711086666206405,0.4059353768825531,69.0,24.750619888305664,26.011524200439453,6.291026592254639,79.4448444511654,0.021137304604053497,-35.005958557128906,0.0,11,0.7070415019989014,0.7316722273826599,158.47826086956522,105.26368120540579,1.0,104.49948048591614,20.34687614440918,0.2833672761917114,0.4151047468185425,33.43842697143555,20.47044563293457,79.4448444511654
12.0,1.0075582265853882,183.47824442395085,74.0,12000,0.6174762845039368,0.4753458797931671,134.89588285209007,20.50357437133789,0.034711086666206405,0.509009063243866,74.0,24.453144073486328,25.494003295898438,2.645664691925049,89.92525899893317,0.032291851937770844,-37.173526763916016,0.0,12,0.6703751087188721,0.6306911110877991,161.3108108108108,105.3219079008299,1.0,113.93640923500061,22.294036865234375,0.2002675086259842,0.4148784279823303,41.440914154052734,22.17982292175293,89.92525899893317
13.0,1.0002247095108032,216.60465998595535,77.0,13000,0.6141574382781982,0.5764865875244141,614.1216467300094,23.017961502075195,0.03335667202186392,0.4788636863231659,77.0,24.880733489990234,26.069198608398438,2.249452829360962,95.45011587011821,0.03955230861902237,-42.139381408691406,0.0,13,0.5861127376556396,0.7068445086479187,164.96103896103895,104.02164664023093,1.0,124.97398781776428,24.46333885192871,0.19798463582992554,0.41471970081329346,58.8052864074707,24.393178939819336,95.45011587011821
14.0,0.9833233952522278,202.06058703249707,80.0,14000,0.6154444217681885,0.5898104906082153,12.987638637539465,25.49529457092285,0.03142349394213421,0.5538097620010376,80.0,27.876995086669922,29.274158477783203,3.1417672634124756,104.598819225249,0.04327033832669258,-46.17361831665039,0.0,14,0.584204912185669,0.5900182127952576,174.4,104.52646408153211,1.0,133.93737292289734,26.975004196166992,0.25944221019744873,0.4113094210624695,49.57392120361328,26.872373580932617,104.598819225249
15.0,0.9862986207008362,188.85762929554252,81.0,15000,0.6176086068153381,0.5962193012237549,4.016220978178987,27.371461868286133,0.03269941380439557,0.47755366563796997,81.0,31.907716751098633,33.6844482421875,3.5772030353546143,107.87845614300959,0.04379669949412346,-50.56498718261719,0.0,15,0.6087492108345032,0.7302387356758118,177.60493827160494,104.95307073571652,1.0,142.92102074623108,29.43714714050293,0.1786266714334488,0.4095085561275482,43.50470733642578,29.515567779541016,107.87845614300959
16.0,1.0014311075210571,188.6355160141022,86.0,16000,0.6198756694793701,0.5966641902923584,185.30381679249678,28.408903121948242,0.034711086666206405,0.6137923002243042,86.0,35.62896728515625,37.37843704223633,6.737127304077148,109.2837915528621,0.03836636245250702,-53.60653305053711,0.0,16,0.6301242113113403,0.603119432926178,184.82558139534885,105.1039256658125,1.0,152.23027968406677,32.08682632446289,0.1731550544500351,0.410612553358078,61.107662200927734,32.17780303955078,109.2837915528621
17.0,1.022793173789978,187.4143114488104,92.0,17000,0.6218236684799194,0.5497960448265076,167.87503840414195,30.732196807861328,0.032055106170371106,0.5864120125770569,92.0,37.96466064453125,39.6388053894043,5.997340679168701,115.6674998267432,0.044678717851638794,-57.84172821044922,0.0,17,0.6644276976585388,0.6052862405776978,184.06521739130434,105.37191271297597,1.0,161.33331513404846,34.095947265625,0.2748267352581024,0.4090765118598938,62.16717529296875,33.95845031738281,115.6674998267432
18.0,1.0354951620101929,187.59505748533962,98.0,18000,0.6219193935394287,0.5499729514122009,190.66774010633623,32.544464111328125,0.030804326970036475,0.5593592524528503,98.0,39.64044952392578,40.940673828125,5.147928237915039,117.81130101110095,0.04588912054896355,-59.712005615234375,0.0,18,0.6449795365333557,0.6383660435676575,183.58163265306123,105.66155204058448,1.0,170.35524892807007,35.94092559814453,0.26502755284309387,0.41150858998298645,76.03750610351562,36.10287857055664,117.81130101110095
19.0,1.0555143356323242,182.85816934467235,103.0,19000,0.6199681758880615,0.5656589269638062,97.59418281266144,34.35345458984375,0.030197360033365817,0.5437465906143188,103.0,40.085906982421875,41.790287017822266,6.745694160461426,118.44716325211229,0.04516661539673805,-64.0322494506836,0.0,19,0.6504004597663879,0.6579186320304871,182.96116504854368,105.8767925737895,1.0,179.45386838912964,37.70082092285156,0.21558637917041779,0.41503989696502686,60.47552490234375,37.8033332824707,122.34305128104084
20.0,1.0437626838684082,221.55529208872844,105.0,20000,0.6206430196762085,0.5550353527069092,956.8006242257945,37.15300750732422,0.0314234939421342,0.5126846432685852,105.0,41.964778900146484,44.17106628417969,6.847047328948975,121.26242813541477,0.050566405057907104,-67.08834075927734,0.0,20,0.6460559964179993,0.6822414398193359,183.52380952380952,104.45099967664623,1.0,191.4773440361023,40.04521942138672,0.19887761771678925,0.4108161926269531,95.8425521850586,39.99756622314453,127.90553988811112
21.0,1.0378661155700684,218.79735770530291,107.0,21000,0.6205844283103943,0.5563951730728149,163.6386700367919,39.944698333740234,0.030197360033365813,0.5190925002098083,107.0,43.504425048828125,45.28416442871094,11.666918754577637,131.66096102254582,0.05438663810491562,-72.56217193603516,0.0,21,0.6090226769447327,0.6891910433769226,192.01869158878506,104.6574292106794,1.0,200.6546516418457,42.52877426147461,0.2602844536304474,0.4111686944961548,82.39421844482422,42.34275817871094,141.66054670458402
22.0,1.029090166091919,242.5200652305175,110.0,22000,0.6213024258613586,0.525589108467102,740.6969232600239,42.74162673950195,0.030804326970036468,0.5134358406066895,110.0,45.88206481933594,47.740901947021484,13.677498817443848,140.75892873398342,0.05933767184615135,-77.23785400390625,0.0,22,0.6619004607200623,0.6762644648551941,198.15454545454546,103.89769100379927,1.0,211.74676537513733,44.473968505859375,0.19365349411964417,0.41129952669143677,102.09900665283203,44.537845611572266,155.84474035019713
23.0,1.0575214624404907,241.6380131518746,116.0,23000,0.6206820011138916,0.5148527026176453,222.23286742173082,44.775840759277344,0.0320551061703711,0.47971946001052856,116.0,46.38603210449219,48.54845428466797,11.22894287109375,143.908724405141,0.058647528290748596,-81.1433334350586,0.0,23,0.6918671727180481,0.7209174036979675,198.16379310344828,104.20341413745332,1.0,220.72213459014893,46.443965911865234,0.2544478178024292,0.4144931137561798,103.76111602783203,46.470970153808594,168.34239635244222
24.0,1.0503687858581543,246.70488827801606,117.0,24000,0.6226474642753601,0.5369292497634888,363.2430161792692,47.22218322753906,0.0320551061703711,0.5154369473457336,117.0,48.09297180175781,50.42805099487305,11.605731964111328,148.60067427282007,0.06112419068813324,-84.95614624023438,0.0,24,0.6891035437583923,0.6917186379432678,201.74358974358975,104.25988081836935,1.0,230.1940095424652,50.205467224121094,0.1912340372800827,0.4150232672691345,110.0809555053711,49.99482345581055,174.71196158739647
25.0,1.0658389329910278,250.7690614269161,120.0,25000,0.6249897480010986,0.5564919114112854,348.30921700051704,48.58723449707031,0.0314234939421342,0.5579180717468262,120.0,49.545589447021484,51.97233963012695,16.682579040527344,153.99304639624367,0.06160617619752884,-90.14303588867188,0.0,25,0.6932332515716553,0.650309681892395,204.06666666666666,104.35773344874863,1.0,239.56058812141418,52.9063835144043,0.2182307243347168,0.4173547625541687,116.11227416992188,52.48515701293945,185.15854427205787
