total/steps,rollout/actions_std,ret_rms_mean,total/episodes,total/epochs,rollout/return,rollout/Q_mean,eval/Q,ret_rms_std,rollout/episode_steps,eval/return,reference_Q_std,eval/return_history,reference_action_std,train/param_noise_distance,train/loss_actor,train/loss_critic,obs_rms_mean,rollout/episodes,rollout/actions_mean,eval/episodes,obs_rms_std,reference_Q_mean,reference_actor_Q_mean,reference_actor_Q_std,total/duration,rollout/return_history,reference_action_mean,total/steps_per_second
237000,0.6973876357078552,0.0,237.0,237,1254.2377138819452,317.9380187988281,489.0609130859375,1.0,1000.0,3108.463434280169,3.0205078125,2101.5695280820014,0.7136204838752747,0.0,-467.98065185546875,214.77294921875,0.08560322970151901,237.0,0.01976124197244644,237.0,2.3707375526428223,461.637939453125,465.3464660644531,3.128106117248535,3098.617636680603,1544.0405942585962,0.04204734042286873,76.4857196946334
238000,0.6973263621330261,0.0,238.0,238,1257.0460411338986,318.6241149902344,486.6416015625,1.0,1000.0,2731.827231646445,3.7600958347320557,2112.438593561622,0.7141461968421936,0.0,-466.0239562988281,256.7771301269531,0.08572959154844284,238.0,0.019947944208979607,238.0,2.3714866638183594,458.81707763671875,463.1805114746094,3.9081954956054688,3111.9845836162567,1544.0202690682313,0.03428725525736809,76.47852796347533
239000,0.6974837183952332,0.0,239.0,239,1262.5948376502913,319.3226318359375,488.28076171875,1.0,1000.0,2968.386827990937,3.8777520656585693,2128.51910598992,0.7230759263038635,0.0,-466.96209716796875,193.9076690673828,0.08603893965482712,239.0,0.020327305421233177,239.0,2.374577522277832,460.0475158691406,464.48919677734375,3.496419668197632,3125.4386982917786,1559.6342136311932,0.06933313608169556,76.46926498050544
240000,0.6975401639938354,0.0,240.0,240,1266.3778911943928,320.0094299316406,488.81170654296875,1.0,1000.0,3080.3035511837616,5.293013095855713,2147.0726024210144,0.7391418814659119,0.0,-468.3536071777344,195.3087921142578,0.08623545616865158,240.0,0.02075694315135479,240.0,2.3761534690856934,457.961181640625,463.04876708984375,3.8394181728363037,3138.89981341362,1564.816478236252,-0.055905524641275406,76.45991088163943
241000,0.6974466443061829,0.0,241.0,241,1267.7047016977476,320.6628112792969,485.8226623535156,1.0,1000.0,2234.2529535275185,3.149967670440674,2145.909770450151,0.7000645399093628,0.0,-467.74298095703125,156.88848876953125,0.0863182470202446,241.0,0.021074578166007996,241.0,2.3770267963409424,461.0437927246094,464.7311706542969,3.315831184387207,3152.390022754669,1577.4110655925429,0.1583445519208908,76.449931087336
242000,0.6974130272865295,0.0,242.0,242,1267.4830457099592,321.2916259765625,489.26153564453125,1.0,1000.0,2719.3074557167465,3.6407899856567383,2155.0644590436664,0.6725261211395264,0.0,-468.3638916015625,90.04376220703125,0.08635678142309189,242.0,0.021666234359145164,242.0,2.3762288093566895,459.89825439453125,464.81195068359375,3.7327427864074707,3165.9467420578003,1571.0915830134822,0.15858663618564606,76.43843049700355
243000,0.6973453760147095,0.0,243.0,243,1265.7069452221226,321.89886474609375,475.8904113769531,1.0,1000.0,1686.0758936443403,3.4484729766845703,2147.9039515667355,0.692109227180481,0.0,-469.240966796875,83.252685546875,0.08633940666913986,243.0,0.022114994004368782,243.0,2.374937057495117,463.39361572265625,467.37493896484375,3.447110176086426,3179.3935725688934,1561.9947802265292,0.18499797582626343,76.42966951199449
244000,0.6975442171096802,0.0,244.0,244,1266.7620133558116,322.53997802734375,485.7997131347656,1.0,1000.0,2053.5538761704533,3.5640451908111572,2164.5343445613316,0.5901942849159241,0.0,-469.0636291503906,308.29168701171875,0.08649943768978119,244.0,0.02283867821097374,244.0,2.375302314758301,462.034912109375,466.29852294921875,3.801795482635498,3192.921715736389,1564.0087583727018,0.1706749051809311,76.41903614405587
245000,0.6973615288734436,0.0,245.0,245,1267.9866648430152,323.1795654296875,490.39996337890625,1.0,1000.0,2689.474672080095,3.880516529083252,2181.9372054216697,0.6358087062835693,0.0,-469.2732849121094,280.5050354003906,0.08665585517883301,245.0,0.023427123203873634,245.0,2.3757123947143555,462.45904541015625,467.14935302734375,3.994462490081787,3206.4277498722076,1570.96292863918,0.0844183936715126,76.40901935487693
246000,0.6975120902061462,0.0,246.0,246,1270.8973303976231,323.8423156738281,483.4861145019531,1.0,1000.0,1867.2425259917538,3.4224753379821777,2174.126538587885,0.5819669365882874,0.0,-471.3540954589844,218.6502685546875,0.08676640689373016,246.0,0.023556241765618324,246.0,2.3762624263763428,464.50994873046875,468.60137939453125,3.657137155532837,3219.8911950588226,1573.220968222923,0.1555403172969818,76.40009711430822
