total/steps,reference_actor_Q_std,reference_actor_Q_mean,ret_rms_mean,reference_Q_mean,obs_rms_std,param_noise_stddev,reference_Q_std,eval/return_history,eval/return,obs_rms_mean,total/episodes,train/loss_actor,rollout/actions_std,reference_action_mean,eval/episodes,train/param_noise_distance,reference_perturbed_action_std,reference_perturbed_action_mean,ret_rms_std,total/steps_per_second,rollout/actions_mean,rollout/episodes,train/loss_critic,reference_action_std,eval/Q,rollout/return,rollout/episode_steps,rollout/return_history,rollout/Q_mean,total/epochs,total/duration
33000,2.606773614883423,86.80529022216797,0.0,85.44989013671875,2.0672059059143066,0.019490749081111935,2.870392322540283,-49.117923282942215,689.5534514873522,0.11223399639129639,33.0,-85.13706970214844,0.7602494955062866,0.22855813801288605,33.0,0.19941396266222,0.8395590782165527,0.2198018580675125,1.0,24.800454038921533,0.11164943128824234,33.0,6.168543815612793,0.8384254574775696,95.60320281982422,-114.68280668849748,1000.0,-114.68280668849748,42.28712463378906,33,1330.6208002567291
34000,2.5893306732177734,90.17108154296875,0.0,88.62809753417969,2.09006667137146,0.020282151651708893,2.703155517578125,-36.325172940220035,385.835588369612,0.11339940130710602,34.0,-91.94096374511719,0.7577360272407532,0.19002781808376312,34.0,0.22301611304283142,0.8490046858787537,0.1324818879365921,1.0,24.805679074202374,0.11414410918951035,34.0,7.730432510375977,0.827543318271637,97.90731811523438,-102.45271388606875,1000.0,-102.45271388606875,43.87003707885742,34,1370.653869152069
35000,2.800096273422241,94.40048217773438,0.0,92.97410583496094,2.0832464694976807,0.017999379770019416,3.039630651473999,-22.136545226958077,460.27679702394846,0.11506533622741699,35.0,-95.62116241455078,0.760886013507843,0.12080387026071548,35.0,0.19287540763616562,0.8583288788795471,0.14294874668121338,1.0,24.810147088105534,0.11538370698690414,35.0,6.750136852264404,0.8467250466346741,102.72879028320312,-109.34891156215456,1000.0,-109.34891156215456,44.790767669677734,35,1410.7131197452545
36000,2.336313247680664,100.25609588623047,0.0,98.67020416259766,2.10421085357666,0.017644720880324885,2.6151583194732666,-12.471418478515394,325.8080177169785,0.11627811938524246,36.0,-99.09925079345703,0.7588616609573364,0.13277924060821533,36.0,0.2037130370736122,0.854926586151123,0.19038958847522736,1.0,24.812221202159844,0.11668604612350464,36.0,9.133886337280273,0.873832106590271,106.7186279296875,-93.51333521814222,1000.0,-93.51333521814222,46.465354919433594,36,1450.897914648056
37000,2.5885677337646484,103.44877624511719,0.0,101.828857421875,2.124124526977539,0.017297050171870294,3.030222177505493,1.449439546855025,502.6003284601901,0.11673280596733093,37.0,-102.58296203613281,0.7582583427429199,0.21573512256145477,37.0,0.21597585827112198,0.8095345497131348,0.20867140591144562,1.0,24.813047459219295,0.11609300225973129,37.0,8.265686988830566,0.8099024295806885,111.8213882446289,-78.88267826279204,1000.0,-78.88267826279204,48.16481018066406,37,1491.150978565216
38000,2.5450971126556396,106.52085876464844,0.0,105.14195251464844,2.141974687576294,0.01662212523270047,2.785611152648926,13.360822649848112,454.08199746059233,0.11773330718278885,38.0,-105.113525390625,0.7559241056442261,0.17419786751270294,38.0,0.20354755967855453,0.8142688870429993,0.23559115827083588,1.0,24.815376784888134,0.11812983453273773,38.0,7.175337314605713,0.832912802696228,113.93499755859375,-64.3382931697525,1000.0,-64.3382931697525,49.86890411376953,38,1531.3086047172546
39000,2.543975353240967,109.83258056640625,0.0,108.41755676269531,2.1594364643096924,0.01662212523270047,2.840348720550537,3.094902922660179,-387.0100467104813,0.11862576752901077,39.0,-107.50288391113281,0.7547211647033691,0.25697946548461914,39.0,0.18854767829179764,0.7886656522750854,0.3516758680343628,1.0,24.81687033244853,0.11994216591119766,39.0,9.163030624389648,0.8269421458244324,36.88866424560547,-50.36909280572227,1000.0,-50.36909280572227,51.55345153808594,39,1571.5116159915924
40000,2.268197774887085,112.72434997558594,0.0,111.32707214355469,2.1717135906219482,0.015973535632157008,2.399397611618042,6.108795961104937,123.65062446044999,0.11891673505306244,40.0,-110.98918151855469,0.7576662302017212,0.4264540374279022,40.0,0.22806667536497116,0.7729724049568176,0.40661492943763733,1.0,24.81996069457065,0.1182011216878891,40.0,8.211047172546387,0.7665790319442749,103.54661560058594,-51.01505163758156,1000.0,-51.01505163758156,52.15729904174805,40,1611.6060976982117
41000,4.163051605224609,113.92996978759766,0.0,112.21395111083984,2.1906628608703613,0.016294603698363365,5.658993721008301,22.30010913506955,669.9526360936542,0.11994951218366623,41.0,-114.35083770751953,0.7614789009094238,0.38641059398651123,41.0,0.17812032997608185,0.7422503232955933,0.4344383180141449,1.0,24.820561690760126,0.1156093180179596,41.0,15.33813762664795,0.7795937657356262,123.4061508178711,-66.35656229250728,1000.0,-66.35656229250728,52.93043899536133,41,1651.8562517166138
42000,2.485154867172241,116.38175964355469,0.0,114.87236022949219,2.2258641719818115,0.015350253774398782,2.9633779525756836,30.05356238739456,347.94514573271977,0.1206902340054512,42.0,-115.22035217285156,0.7602850198745728,0.36295852065086365,42.0,0.215596541762352,0.8239904046058655,0.33087682723999023,1.0,24.821327725185064,0.11859027296304703,42.0,10.777759552001953,0.8192597031593323,118.25592803955078,-54.38872992619791,1000.0,-54.38872992619791,54.58919143676758,42,1692.093205690384
43000,2.5849246978759766,118.95631408691406,0.0,117.41474914550781,2.2568626403808594,0.01662212523270047,3.039414882659912,45.515509430203906,694.9172852281965,0.12193972617387772,43.0,-116.8749008178711,0.761203408241272,0.3297055661678314,43.0,0.22342858463525772,0.7607073783874512,0.4161871671676636,1.0,24.824513282900654,0.11801851540803909,43.0,9.158445358276367,0.8097327947616577,127.92173767089844,-55.166758019607876,1000.0,-55.166758019607876,55.5921630859375,43,1732.158834695816
44000,2.5443999767303467,122.03660583496094,0.0,120.32624053955078,2.278223752975464,0.016294603698363365,2.8215129375457764,61.292102265304266,739.6855941746195,0.12303310632705688,44.0,-117.94198608398438,0.7598510384559631,0.37622198462486267,44.0,0.1968882903456688,0.8171745538711548,0.29037371277809143,1.0,24.825163880934273,0.12269680947065353,44.0,10.937198638916016,0.7997130155563354,131.13742065429688,-40.13142470163356,1000.0,-40.13142470163356,57.256324768066406,44,1772.395147562027
45000,2.0563995838165283,122.80565643310547,0.0,121.13746643066406,2.2578964233398438,0.01662212523270047,2.2081336975097656,77.87776169980359,807.6467768177738,0.12061402201652527,45.0,-117.9305648803711,0.7598349452018738,0.28203272819519043,45.0,0.1969393938779831,0.7895189523696899,0.32507529854774475,1.0,24.827636370493746,0.12416035681962967,45.0,9.745218276977539,0.8276873826980591,133.40951538085938,-47.798873272946146,1000.0,-47.798873272946146,58.83992385864258,45,1812.496337890625
46000,2.2866289615631104,126.32444763183594,0.0,124.62937927246094,2.2817342281341553,0.01695622994987775,2.5011184215545654,92.50823493093134,750.8795303316805,0.12228579819202423,46.0,-118.94396209716797,0.7582524418830872,0.3304731845855713,46.0,0.20659393072128296,0.7961955666542053,0.30920758843421936,1.0,24.83063554550014,0.1286148875951767,46.0,12.664315223693848,0.7993140816688538,136.06613159179688,-28.463757776004993,1000.0,-28.463757776004993,60.48079299926758,46,1852.550246477127
47000,2.8365044593811035,129.05238342285156,0.0,126.9711685180664,2.289634943008423,0.015350253774398782,3.022880792617798,106.25099620064303,738.418014607381,0.12360458076000214,47.0,-121.3162612915039,0.7579876184463501,0.2099251002073288,47.0,0.18223124742507935,0.889397382736206,0.20548735558986664,1.0,24.83297004153634,0.13356584310531616,47.0,14.275507926940918,0.8828993439674377,139.22784423828125,-10.068229800492496,1000.0,-10.068229800492496,62.1259880065918,47,1892.6451375484467
48000,2.2306764125823975,131.80325317382812,0.0,129.81903076171875,2.305781126022339,0.015973535632157008,2.564556121826172,121.39373557151112,833.102486002312,0.12449929118156433,48.0,-122.93769836425781,0.7580474615097046,0.23077392578125,48.0,0.2154768481850624,0.8829213380813599,0.23833949863910675,1.0,24.8370554070451,0.13435201346874237,48.0,11.26965045928955,0.8900156021118164,141.73236083984375,3.3343147494528487,1000.0,3.3343147494528487,63.7438850402832,48,1932.5962443351746
49000,2.5176401138305664,134.8792724609375,0.0,132.97528076171875,2.314887046813965,0.015350253774398782,2.939962387084961,134.66540091865133,771.7053375813817,0.12569448351860046,49.0,-124.95609283447266,0.7573644518852234,0.24088828265666962,49.0,0.20391152054071426,0.8413172364234924,0.2856927216053009,1.0,24.839401742774577,0.13956992328166962,49.0,8.326257705688477,0.8785699605941772,144.37100219726562,20.511442115412514,1000.0,20.511442115412514,65.36265563964844,49,1972.6723093986511
50000,2.286728858947754,136.71726989746094,0.0,135.12884521484375,2.3264660835266113,0.01662212523270047,2.5582070350646973,142.03587804265374,503.18925711877165,0.1269766390323639,50.0,-128.0472412109375,0.7579016089439392,0.16760188341140747,50.0,0.18383776396512985,0.8884686827659607,0.19867579638957977,1.0,24.840492475754786,0.14397194981575012,50.0,18.094240188598633,0.9034875631332397,145.63180541992188,36.82733968333498,1000.0,36.82733968333498,66.97734832763672,50,2012.842541217804
51000,2.090893030166626,140.92108154296875,0.0,139.1869354248047,2.3359413146972656,0.01695622994987775,2.451354742050171,148.0695902621985,449.7552012394357,0.12834127247333527,51.0,-132.13941955566406,0.7571418285369873,0.3089153468608856,51.0,0.1851797252893448,0.8216046690940857,0.3545909821987152,1.0,24.84264476292029,0.1494491696357727,51.0,15.458356857299805,0.8494824767112732,125.32659912109375,49.40524864810074,1000.0,49.40524864810074,68.58123779296875,51,2052.921518087387
52000,2.257319211959839,143.94329833984375,0.0,142.40554809570312,2.3502018451690674,0.017644720880324885,3.7897226810455322,152.7624731385474,392.09949983234213,0.12965558469295502,52.0,-134.26991271972656,0.7566165924072266,0.35622286796569824,52.0,0.20025676488876343,0.8186458349227905,0.3992590606212616,1.0,24.844327274805398,0.15475337207317352,52.0,8.740630149841309,0.8550550937652588,119.4988784790039,61.758024136176154,1000.0,61.758024136176154,70.20184326171875,52,2093.0331268310547
53000,3.183967351913452,147.87225341796875,0.0,145.53407287597656,2.350759267807007,0.01695622994987775,7.321595668792725,168.2230644403207,972.173812132533,0.12975434958934784,53.0,-135.925537109375,0.7593061327934265,0.3004010021686554,53.0,0.19601183384656906,0.8077802658081055,0.3594393730163574,1.0,24.84526244994786,0.15208588540554047,53.0,15.977718353271484,0.8456138372421265,158.87326049804688,62.26176797084092,1000.0,62.26176797084092,70.4598388671875,53,2133.203467130661
54000,3.2665655612945557,152.32403564453125,0.0,149.7572021484375,2.354012966156006,0.01662212523270047,5.299992084503174,180.9479212257643,855.365330854274,0.1307041198015213,54.0,-138.6660614013672,0.7583608627319336,0.49978384375572205,54.0,0.18789269030094147,0.7608165740966797,0.4318678379058838,1.0,24.846758988038285,0.15590834617614746,54.0,17.951051712036133,0.7223066687583923,161.95327758789062,76.81510317150781,1000.0,76.81510317150781,72.12200927734375,54,2173.321680545807
55000,1.9254390001296997,156.4339599609375,0.0,154.6985626220703,2.3576853275299072,0.016294603698363365,2.1777007579803467,191.05258005851042,736.7041570268015,0.13189207017421722,55.0,-142.0146942138672,0.758319079875946,0.3317379653453827,55.0,0.18254587054252625,0.8669710755348206,0.33800041675567627,1.0,24.84050282257519,0.1586933434009552,55.0,14.744553565979004,0.8370278477668762,165.16075134277344,91.65512928368366,1000.0,91.65512928368366,73.77912139892578,55,2214.1258730888367
56000,1.915069341659546,161.45301818847656,0.0,159.37326049804688,2.3689169883728027,0.015350253774398782,2.3341403007507324,201.4540670760954,773.5358530432691,0.13317419588565826,56.0,-145.2640838623047,0.7587130069732666,0.24322934448719025,56.0,0.20409084856510162,0.8276276588439941,0.2876315116882324,1.0,24.83802227168732,0.16262131929397583,56.0,21.492834091186523,0.8481087684631348,168.96121215820312,104.90622471751246,1000.0,104.90622471751246,75.44385528564453,56,2254.6078503131866
