eval/episodes,rollout/Q_mean,rollout/return_history,ret_rms_std,reference_perturbed_action_mean,train/loss_actor,eval/Q,ret_rms_mean,rollout/actions_mean,reference_perturbed_action_std,param_noise_stddev,total/steps,eval/return,rollout/actions_std,train/param_noise_distance,reference_action_std,reference_Q_mean,total/episodes,rollout/episodes,total/steps_per_second,total/duration,rollout/return,reference_actor_Q_std,total/epochs,rollout/episode_steps,obs_rms_mean,obs_rms_std,reference_actor_Q_mean,reference_Q_std,eval/return_history,reference_action_mean,train/loss_critic
506.0,283.7392883300781,1704.9758030985454,1.0,0.010642866604030132,-352.7844543457031,384.17333984375,0.0,0.0617414265871048,0.7157928347587585,0.020689822899908242,506000,2169.7778551928905,0.8181503415107727,0.1979331374168396,0.678552508354187,356.96331787109375,506.0,506.0,39.44151421690195,12829.12205696106,1274.6650704178653,2.3828840255737305,506,1000.0,0.11072810739278793,2.742790699005127,360.4336853027344,2.2994396686553955,1904.71097536062,0.0937890037894249,97.97402954101562
507.0,283.9229736328125,1707.8725628584884,1.0,0.1426912248134613,-354.5054626464844,384.28533935546875,0.0,0.0613459087908268,0.6716150045394897,0.020282151651708893,507000,2015.8722893912077,0.8180911540985107,0.19611987471580505,0.649643063545227,357.0904541015625,507.0,507.0,39.44983005828356,12851.766389131546,1275.0882614914294,2.3619751930236816,507,1000.0,0.11068931967020035,2.742781639099121,359.95947265625,2.1193113327026367,1902.4705806303232,0.1413884311914444,135.17062377929688
508.0,284.116455078125,1709.3423797688397,1.0,0.08041608333587646,-355.39593505859375,385.4007263183594,0.0,0.061388738453388214,0.7101372480392456,0.020282151651708893,508000,2281.999344274433,0.8180312514305115,0.19902919232845306,0.720273494720459,356.79547119140625,508.0,508.0,39.45749119237279,12874.614798069,1276.6865023343316,2.736574411392212,508,1000.0,0.11082993447780609,2.7432076930999756,359.72308349609375,2.4728362560272217,1904.1550208316942,0.020414995029568672,126.83377838134766
509.0,284.3179016113281,1717.801305234208,1.0,0.03030150942504406,-354.5754699707031,384.2268981933594,0.0,0.06144449859857559,0.6508811712265015,0.020282151651708893,509000,2084.0229419629213,0.8180774450302124,0.1740845888853073,0.6557365655899048,357.574951171875,509.0,509.0,39.46567543854877,12897.283382177353,1278.7799526782908,2.2458648681640625,509,1000.0,0.11094186455011368,2.744248867034912,360.2593994140625,2.2845799922943115,1910.8972301294632,0.04361109435558319,117.47409057617188
510.0,284.5089416503906,1714.333109154155,1.0,-0.0007629618048667908,-355.4394226074219,379.1654052734375,0.0,0.06156443431973457,0.700198233127594,0.019882513137642284,510000,1676.7259386106143,0.8180796504020691,0.2468464970588684,0.6794411540031433,359.5327453613281,510.0,510.0,39.47339644514815,12920.094188213348,1279.9548112378923,2.35898756980896,510,1000.0,0.11101453751325607,2.7444236278533936,362.0059509277344,1.9556856155395508,1904.8342480985384,0.13165204226970673,144.80166625976562
511.0,284.6889953613281,1707.0445179365283,1.0,0.09405436366796494,-357.8277587890625,377.4986572265625,0.0,0.06127893552184105,0.6784055829048157,0.019882513137642284,511000,2036.9629563926242,0.8180029392242432,0.23136691749095917,0.6658473014831543,361.378662109375,511.0,511.0,39.4811030939324,12942.900779247284,1280.2835977023733,2.0706748962402344,511,1000.0,0.11095992475748062,2.7444889545440674,363.8272399902344,2.158639907836914,1906.714184663636,0.13688220083713531,121.76333618164062
512.0,284.8564453125,1695.370670674012,1.0,0.20082123577594757,-356.25848388671875,285.4978942871094,0.0,0.06122175231575966,0.7284404039382935,0.020689822899908242,512000,1201.5970007659653,0.8178339004516602,0.19684560596942902,0.7100064158439636,360.7567138671875,512.0,512.0,39.48883043891931,12965.69167304039,1278.9666281958307,2.5770275592803955,512,1000.0,0.11084742099046707,2.7455272674560547,363.3183898925781,1.9452590942382812,1899.9479629782663,0.16511841118335724,95.91949462890625
513.0,284.6732482910156,1681.678754162855,1.0,0.03173823282122612,-357.963134765625,384.2497863769531,0.0,0.06144441291689873,0.74934983253479,0.020282151651708893,513000,1945.532837356037,0.8179742693901062,0.287706196308136,0.7180722951889038,358.7235107421875,513.0,513.0,39.49677355801797,12988.402691841125,1276.6779972874544,2.7949435710906982,513,1000.0,0.11093992739915848,2.7457942962646484,360.6693420410156,2.6743221282958984,1900.5414227020456,0.10828542709350586,100.42609405517578
514.0,284.8673400878906,1678.770293594075,1.0,0.12167976051568985,-358.23284912109375,383.84002685546875,0.0,0.061401329934597015,0.7513973116874695,0.020689822899908242,514000,1884.2726733209704,0.8178848624229431,0.22321848571300507,0.7659854292869568,356.75897216796875,514.0,514.0,39.50431936390005,13011.235436439514,1277.8470948029394,3.480224609375,514,1000.0,0.11097791790962219,2.7456297874450684,360.366943359375,4.142866611480713,1900.3903615234087,0.08740492910146713,79.86003112792969
515.0,285.0364685058594,1673.8907091172755,1.0,0.08795670419931412,-358.7283935546875,385.3406982421875,0.0,0.06124143302440643,0.712038516998291,0.019106704324195603,515000,1968.058932605782,0.8178436756134033,0.19800704717636108,0.7102410197257996,356.3110046386719,515.0,515.0,39.5122415391239,13033.935305595398,1278.0079568524345,2.6769044399261475,515,1000.0,0.11103206872940063,2.746727466583252,358.5690612792969,3.04068660736084,1901.0383732214675,0.13102024793624878,138.5299835205078
516.0,285.2137451171875,1666.4255064280858,1.0,0.03563742712140083,-358.3553466796875,387.427001953125,0.0,0.06106911227107048,0.7804995179176331,0.019106704324195603,516000,1962.4047665081634,0.8176543712615967,0.2003430277109146,0.7462840676307678,359.4381408691406,516.0,516.0,39.519818604232846,13056.740092039108,1277.8689684698413,2.3363027572631836,516,1000.0,0.1109912097454071,2.7470784187316895,361.55023193359375,2.1912906169891357,1899.3754192545168,0.09178608655929565,104.8641586303711
517.0,285.4178161621094,1669.12675052833,1.0,0.0750909224152565,-358.65057373046875,389.6579895019531,0.0,0.06127552315592766,0.6792244911193848,0.018730226766195082,517000,2183.2105936113394,0.8177094459533691,0.1782524138689041,0.7192659974098206,360.79425048828125,517.0,517.0,39.52773328718047,13079.424419403076,1279.8944053447206,2.654566764831543,517,1000.0,0.11107455939054489,2.747804641723633,362.96527099609375,2.538813829421997,1898.3933214917654,0.11421602964401245,122.16645812988281
518.0,285.6142883300781,1670.2791560024486,1.0,0.10885608196258545,-359.38128662109375,388.8107604980469,0.0,0.06140068918466568,0.7514358758926392,0.019490749081111935,518000,2107.4274353327646,0.8176968097686768,0.22896288335323334,0.7302069664001465,358.9855041503906,518.0,518.0,39.53539250942047,13102.184324502945,1281.207023440683,2.832702875137329,518,1000.0,0.11114805191755295,2.7484068870544434,361.6470947265625,2.413874864578247,1900.4083773006976,0.1577676683664322,80.51101684570312
519.0,285.8115539550781,1671.7714123770334,1.0,0.1787041425704956,-358.5442199707031,391.5931701660156,0.0,0.06135450676083565,0.7662710547447205,0.018730226766195082,519000,2352.1606757932614,0.8177877068519592,0.1792767345905304,0.725863516330719,361.33184814453125,519.0,519.0,39.543104016454606,13124.918058633804,1282.6064864344955,2.239955425262451,519,1000.0,0.11130440980195999,2.7489101886749268,363.7015686035156,2.241302013397217,1905.5410076809026,0.1404065638780594,122.5301742553711
520.0,286.0124206542969,1685.2529986945,1.0,0.0750296339392662,-357.1181335449219,387.5994567871094,0.0,0.06141328811645508,0.7465535998344421,0.019490749081111935,520000,1931.2910659345962,0.817842423915863,0.17482580244541168,0.7533848881721497,361.26177978515625,520.0,520.0,39.550449473267065,13147.764612674713,1284.7544730841946,2.3765392303466797,520,1000.0,0.1114475429058075,2.749906063079834,364.388916015625,1.9871364831924438,1905.101376553358,0.06579484790563583,146.3827667236328
521.0,286.2021179199219,1686.9282908419282,1.0,0.17286968231201172,-359.2025451660156,389.1242370605469,0.0,0.06132231280207634,0.7601179480552673,0.020282151651708893,521000,2126.9863417043625,0.8178254961967468,0.21079958975315094,0.7778286337852478,360.121826171875,521.0,521.0,39.55827304254105,13170.443498373032,1285.747558454198,2.781527519226074,521,1000.0,0.11149709671735764,2.7506277561187744,362.98370361328125,2.323261260986328,1909.379609217779,0.12973158061504364,124.61237335205078
522.0,286.3987121582031,1686.2878314766133,1.0,0.04599262773990631,-356.385009765625,389.08245849609375,0.0,0.061399709433317184,0.744145393371582,0.020689822899908242,522000,1970.8425437546477,0.8178273439407349,0.18330644071102142,0.7425092458724976,362.575927734375,522.0,522.0,39.566065381499556,13193.12382888794,1287.1289859486412,2.3578104972839355,522,1000.0,0.1115766316652298,2.7511305809020996,365.1913146972656,2.0738296508789062,1907.1143856575936,0.08950553089380264,196.99212646484375
523.0,286.5845642089844,1704.2454120277755,1.0,0.14528857171535492,-359.5503234863281,390.5621032714844,0.0,0.06153275817632675,0.7209810018539429,0.020689822899908242,523000,2089.8665169024252,0.8177880048751831,0.1952275186777115,0.6931107044219971,363.2754211425781,523.0,523.0,39.57396593267556,13215.759089946747,1287.7702835215066,2.542099952697754,523,1000.0,0.11163924634456635,2.7514593601226807,365.2275390625,2.3650121688842773,1905.2078203026786,0.17713089287281036,54.88002014160156
524.0,286.7581481933594,1701.5079620611891,1.0,0.18004517257213593,-360.1369934082031,391.7168273925781,0.0,0.06148593872785568,0.6887423992156982,0.018730226766195082,524000,2193.7118352666153,0.8176988959312439,0.22042399644851685,0.7337889075279236,361.7560119628906,524.0,524.0,39.58142155400486,13238.53412604332,1288.3744806331754,2.770390272140503,524,1000.0,0.11167357861995697,2.752229690551758,364.11138916015625,2.5251171588897705,1907.1020610488633,0.21720804274082184,253.4035186767578
525.0,286.9510498046875,1699.9132121528091,1.0,0.2761888802051544,-359.7153015136719,391.9048156738281,0.0,0.06168508529663086,0.7226563692092896,0.019106704324195603,525000,2338.5530811629906,0.8176549673080444,0.19318854808807373,0.725577175617218,361.98992919921875,525.0,525.0,39.58870775130217,13261.357336997986,1289.70338439885,2.312321186065674,525,1000.0,0.11175067722797394,2.7526769638061523,364.30523681640625,2.126742124557495,1911.3917217423548,0.2930455505847931,163.5657501220703
526.0,287.13690185546875,1702.8896349295212,1.0,0.16588948667049408,-357.7944030761719,386.9774169921875,0.0,0.061795786023139954,0.7634264826774597,0.019882513137642284,526000,1881.8562886580723,0.8176314830780029,0.22564347088336945,0.7437050342559814,361.5213623046875,526.0,526.0,39.59601005531656,13284.166744709015,1290.751391255812,2.895181894302368,526,1000.0,0.1118224710226059,2.75369930267334,364.2490234375,2.323763132095337,1910.3369631029,0.22282321751117706,174.27796936035156
527.0,287.326171875,1702.1818931481657,1.0,0.10333696007728577,-360.0294189453125,391.31719970703125,0.0,0.06183387711644173,0.7955142855644226,0.019490749081111935,527000,2315.434524794099,0.81765216588974,0.26172181963920593,0.7699745297431946,363.6146240234375,527.0,527.0,39.60341103154271,13306.934586524963,1291.779233617488,2.154388427734375,527,1000.0,0.11189702153205872,2.754465103149414,366.5394287109375,2.3945677280426025,1913.5029844539426,0.14516274631023407,270.13824462890625
528.0,287.5262145996094,1709.0313122996092,1.0,0.07223722338676453,-360.4222412109375,388.2705993652344,0.0,0.06190485879778862,0.7758448123931885,0.019490749081111935,528000,1977.5185557578911,0.8176918029785156,0.20656169950962067,0.7957094311714172,362.73687744140625,528.0,528.0,39.610424338565075,13329.824378728867,1294.096807870651,2.566215991973877,528,1000.0,0.11202496290206909,2.755486011505127,365.51800537109375,2.395805597305298,1912.6170278452203,0.0543360710144043,157.67636108398438
529.0,287.7122497558594,1709.507914027644,1.0,0.21166352927684784,-358.0931396484375,388.3702392578125,0.0,0.061895452439785004,0.7823601961135864,0.019882513137642284,529000,1934.9656371176693,0.8176027536392212,0.15672291815280914,0.8315313458442688,361.2158508300781,529.0,529.0,39.617955070466735,13352.531675577164,1295.072866369173,2.736769676208496,529,1000.0,0.11207135766744614,2.7561047077178955,364.79754638671875,2.8199691772460938,1910.8491957986168,0.08309826999902725,258.22723388671875
530.0,287.8958435058594,1707.279778032472,1.0,0.012103569693863392,-359.8211975097656,386.2392883300781,0.0,0.0617479607462883,0.7537268996238708,0.019882513137642284,530000,1821.3353505891816,0.8175432682037354,0.20188048481941223,0.7686076164245605,362.31396484375,530.0,530.0,39.625352333789024,13375.275392770767,1296.071143625515,2.3626537322998047,530,1000.0,0.11212386935949326,2.7566421031951904,365.3595275878906,2.220824956893921,1910.9321175693517,-0.0036825090646743774,125.4754409790039
531.0,288.07763671875,1708.0492110827045,1.0,0.1734793335199356,-358.7687072753906,383.62384033203125,0.0,0.061493080109357834,0.7327858209609985,0.018730226766195082,531000,1677.7180476737315,0.8175613284111023,0.23679953813552856,0.7529070973396301,362.2904357910156,531.0,531.0,39.6328412520119,13397.979635715485,1296.8292220555056,3.323420286178589,531,1000.0,0.11213147640228271,2.7567458152770996,365.20953369140625,2.8055713176727295,1910.2635003015332,0.021236807107925415,86.61212921142578
532.0,288.2568359375,1708.8921248536137,1.0,0.1189107820391655,-357.44671630859375,386.2620849609375,0.0,0.061471711844205856,0.7622858881950378,0.019490749081111935,532000,1920.4574872216472,0.817521333694458,0.17966510355472565,0.7272350192070007,361.35357666015625,532.0,532.0,39.63996079269743,13420.800358057022,1297.7802124657317,2.0536983013153076,532,1000.0,0.11219621449708939,2.7574901580810547,363.18157958984375,2.223275899887085,1910.292054813378,0.09166336804628372,138.07919311523438
533.0,288.4416809082031,1709.3397176646818,1.0,0.12747620046138763,-357.5088195800781,386.020751953125,0.0,0.06156845763325691,0.6802911162376404,0.020282151651708893,533000,1889.4952296798074,0.8175392746925354,0.21666482090950012,0.6854457855224609,361.88702392578125,533.0,533.0,39.64712373735113,13443.598166942596,1298.9202121834,2.9392192363739014,533,1000.0,0.11224330216646194,2.757833957672119,364.34954833984375,2.6922104358673096,1909.051541136839,0.04857762157917023,278.2822570800781
534.0,288.62158203125,1709.6648111147529,1.0,0.11458230018615723,-357.849365234375,286.4722900390625,0.0,0.06142843887209892,0.6998851299285889,0.019490749081111935,534000,994.2269400260595,0.8175202012062073,0.17422305047512054,0.729028582572937,362.705322265625,534.0,534.0,39.6543931375908,13466.351588010788,1299.9235453542308,2.8368146419525146,534,1000.0,0.11229157447814941,2.758214235305786,364.64007568359375,2.321404218673706,1897.6015860623013,0.07320903986692429,254.63876342773438
535.0,288.80224609375,1712.652084676705,1.0,0.04791213572025299,-357.968017578125,387.3638610839844,0.0,0.061404999345541,0.7267192006111145,0.018361167303396805,535000,2239.9204970830833,0.8174883723258972,0.181895449757576,0.7806773781776428,362.1099853515625,535.0,535.0,39.6615575576991,13489.132372617722,1301.1295891851453,3.1017799377441406,535,1000.0,0.1123398020863533,2.7587528228759766,365.25,2.674593687057495,1898.108721171309,0.12537921965122223,151.15347290039062
536.0,288.9770202636719,1714.0155343506308,1.0,0.0461164265871048,-357.172607421875,385.07904052734375,0.0,0.06138154864311218,0.8499286770820618,0.019490749081111935,536000,2043.5568154113341,0.8173879384994507,0.20456020534038544,0.8246143460273743,362.1492919921875,536.0,536.0,39.66900545937084,13511.808370113373,1301.9760506467762,2.346979856491089,536,1000.0,0.11239594221115112,2.7593607902526855,364.82366943359375,2.135928153991699,1898.4703271153087,0.07324473559856415,209.3287353515625
537.0,289.1513366699219,1715.3922143721563,1.0,0.07294446229934692,-357.617919921875,381.01556396484375,0.0,0.06115275248885155,0.7726888060569763,0.019106704324195603,537000,1763.3382031519682,0.8173760175704956,0.19690443575382233,0.7131304740905762,361.4626159667969,537.0,537.0,39.67629361202124,13534.530348300934,1303.098838221978,2.439249038696289,537,1000.0,0.11244627088308334,2.7597708702087402,362.79132080078125,2.704526901245117,1896.2248022876622,0.05997424200177193,177.0093994140625
538.0,289.32415771484375,1716.4960621209234,1.0,0.14168204367160797,-356.8372802734375,382.31451416015625,0.0,0.061080265790224075,0.7452826499938965,0.018730226766195082,538000,1756.8407084967391,0.8173432946205139,0.17937442660331726,0.7368864417076111,360.46697998046875,538.0,538.0,39.68359167383648,13557.24059510231,1304.115385044118,2.163837194442749,538,1000.0,0.11250091344118118,2.7605795860290527,362.4578857421875,2.294520616531372,1893.1667854593056,0.1413520872592926,164.9136962890625
539.0,289.4892883300781,1713.163831300253,1.0,0.24292945861816406,-357.0732421875,384.4493103027344,0.0,0.06109170243144035,0.6853918433189392,0.019490749081111935,539000,1795.0320022155145,0.8173021078109741,0.20275801420211792,0.693437397480011,361.67626953125,539.0,539.0,39.690858652395896,13579.953125238419,1304.676759034531,2.370452642440796,539,1000.0,0.11255186796188354,2.761575937271118,363.62396240234375,2.379361391067505,1890.5267685306399,0.10513010621070862,32.7420654296875
540.0,289.6672668457031,1715.233327056015,1.0,0.17700885236263275,-357.80535888671875,382.4951477050781,0.0,0.061354007571935654,0.6590489745140076,0.019106704324195603,540000,1803.506555954009,0.8172295689582825,0.15045367181301117,0.7391080260276794,360.6004333496094,540.0,540.0,39.69772371411404,13602.795059204102,1305.8493597837648,2.427520275115967,540,1000.0,0.11262300610542297,2.761997938156128,363.2454528808594,2.0267326831817627,1888.4425781663665,0.12222274392843246,213.74147033691406
541.0,289.8399963378906,1720.2090997373555,1.0,0.1657368391752243,-356.7869873046875,381.95025634765625,0.0,0.06155433505773544,0.7389379143714905,0.019490749081111935,541000,1596.53750832581,0.8171222805976868,0.24137865006923676,0.7499855160713196,361.01019287109375,541.0,541.0,39.704545684864414,13625.64388203621,1306.8662468306982,2.7273263931274414,541,1000.0,0.1127045750617981,2.762450695037842,363.2314453125,2.22332501411438,1885.2908278998655,0.07900428026914597,153.84698486328125
542.0,290.00274658203125,1718.504449835298,1.0,0.2353629618883133,-355.4006652832031,382.341064453125,0.0,0.06176326051354408,0.7782630920410156,0.020689822899908242,542000,1763.8361226552624,0.8169747591018677,0.17303232848644257,0.6966694593429565,360.9070129394531,542.0,542.0,39.71144984947671,13648.456605196,1307.0192589018359,2.4617292881011963,542,1000.0,0.11273689568042755,2.762521743774414,362.6659240722656,2.8046157360076904,1885.5241794983224,0.2465587854385376,158.05126953125
543.0,290.1654357910156,1713.9702943826283,1.0,0.12184756249189377,-355.0364990234375,383.4078063964844,0.0,0.06202349066734314,0.7099266648292542,0.020282151651708893,543000,1893.1476505277508,0.8169095516204834,0.2502728998661041,0.7060214281082153,360.15447998046875,543.0,543.0,39.71866430171353,13671.15459561348,1307.1928847351778,2.3683204650878906,543,1000.0,0.11278810352087021,2.7627720832824707,363.1936950683594,3.3431007862091064,1882.5375099730782,0.18226851522922516,179.5577392578125
544.0,290.3359375,1717.6407153788923,1.0,0.1604134440422058,-357.137451171875,385.8913879394531,0.0,0.06211937963962555,0.7070297002792358,0.019490749081111935,544000,2064.303486168533,0.8168772459030151,0.21756696701049805,0.6759992837905884,359.53753662109375,544.0,544.0,39.72594784357201,13693.820526123047,1308.1612396489827,2.631286382675171,544,1000.0,0.11284888535737991,2.7629308700561523,361.5260314941406,2.62861967086792,1881.3480255829813,0.23591935634613037,74.74241638183594
545.0,290.4985656738281,1711.138558217165,1.0,0.02715086005628109,-353.2496337890625,383.0176086425781,0.0,0.062244758009910583,0.7957156300544739,0.019106704324195603,545000,1891.0667600320623,0.816885232925415,0.23859572410583496,0.7696440815925598,358.4967346191406,545.0,545.0,39.732967907571044,13716.569103717804,1308.7418385515762,2.5961239337921143,545,1000.0,0.11294510960578918,2.763587474822998,360.70098876953125,2.353243589401245,1880.2491103405325,0.16347290575504303,126.21526336669922
546.0,290.65771484375,1704.5655058632108,1.0,0.1862773895263672,-354.24151611328125,379.0227966308594,0.0,0.06201806664466858,0.7104131579399109,0.018361167303396805,546000,1602.9194393991568,0.8168457746505737,0.20454023778438568,0.7006896734237671,356.94085693359375,546.0,546.0,39.740118252995565,13739.264602184296,1309.0124987528736,2.2015328407287598,546,1000.0,0.11291680485010147,2.7637200355529785,358.5516052246094,1.9442940950393677,1877.6806997712304,0.21000178158283234,220.1465606689453
547.0,290.81866455078125,1699.3685439758729,1.0,0.2001817673444748,-356.5897521972656,379.4322204589844,0.0,0.062341660261154175,0.6911577582359314,0.019106704324195603,547000,1567.2805384117644,0.816737174987793,0.1667572259902954,0.7241905927658081,355.5506591796875,547.0,547.0,39.74717295677829,13761.985049724579,1309.481268135138,2.6262519359588623,547,1000.0,0.11299898475408554,2.7637295722961426,357.7919006347656,2.371683359146118,1871.8212142788605,0.13130511343479156,127.62364959716797
548.0,290.9793395996094,1694.4578224724255,1.0,0.24401958286762238,-353.3560791015625,374.7327880859375,0.0,0.06261046975851059,0.649112343788147,0.019882513137642284,548000,1320.7386743660686,0.816674530506134,0.2332136332988739,0.6486154794692993,354.7337951660156,548.0,548.0,39.753543393429574,13784.934705734253,1309.8303796825187,2.5360665321350098,548,1000.0,0.11302878707647324,2.7634215354919434,356.464599609375,2.234269142150879,1865.5092632274113,0.14963136613368988,143.75706481933594
549.0,291.12615966796875,1688.375264906816,1.0,0.3120212256908417,-356.3719177246094,381.7656555175781,0.0,0.06271854788064957,0.6481468677520752,0.019106704324195603,549000,1566.008242030666,0.8165369033813477,0.22094576060771942,0.6832939386367798,355.687255859375,549.0,549.0,39.760622078374006,13807.6310505867,1309.5104229347585,2.6837711334228516,549,1000.0,0.11303405463695526,2.7640435695648193,357.7919921875,2.338758945465088,1861.285370910954,0.19032759964466095,165.81019592285156
550.0,291.2833557128906,1684.9845910997194,1.0,0.034119848161935806,-358.0990295410156,382.1642150878906,0.0,0.06280548125505447,0.7511228919029236,0.020282151651708893,550000,1947.1437427993599,0.8164555430412292,0.177683025598526,0.7699217796325684,354.52642822265625,550.0,550.0,39.76757347259217,13830.363584518433,1310.0816134060483,3.1342248916625977,550,1000.0,0.11307374387979507,2.7646496295928955,356.3429870605469,2.568584680557251,1861.2997409175484,0.06078653037548065,189.47425842285156
551.0,291.451416015625,1684.5325559525963,1.0,0.0925564393401146,-358.96429443359375,383.9425354003906,0.0,0.06265474110841751,0.7745229005813599,0.020282151651708893,551000,1925.0539502403826,0.8164482712745667,0.21007071435451508,0.7265846133232117,354.66143798828125,551.0,551.0,39.774395649008014,13853.133177995682,1311.3452085388667,2.658412456512451,551,1000.0,0.1131708025932312,2.7648346424102783,356.8229675292969,2.3219220638275146,1857.8057603032462,0.16213923692703247,62.877132415771484
552.0,291.6244201660156,1685.8675812527463,1.0,0.2519824206829071,-357.974365234375,378.17816162109375,0.0,0.06260973960161209,0.7382467985153198,0.020282151651708893,552000,1528.1136524214455,0.8164798617362976,0.19322626292705536,0.7622507214546204,355.55975341796875,552.0,552.0,39.781271134674576,13875.876367330551,1312.6072114044011,2.717902660369873,552,1000.0,0.1132458969950676,2.76507830619812,358.76788330078125,2.5168895721435547,1850.708152735796,0.12709499895572662,124.7770767211914
553.0,291.7901916503906,1680.8149027482918,1.0,0.19147615134716034,-359.0033874511719,388.3965148925781,0.0,0.06259634345769882,0.6947022676467896,0.019882513137642284,553000,2192.918529965267,0.8164359927177429,0.2344987541437149,0.7244553565979004,357.8404846191406,553.0,553.0,39.78805478131511,13898.643777370453,1313.3440035590952,3.316857099533081,553,1000.0,0.11328595876693726,2.7657251358032227,360.84649658203125,2.927233934402466,1849.4384732074163,0.13946039974689484,190.28564453125
554.0,291.9577331542969,1679.4914170448567,1.0,0.01835235022008419,-360.588134765625,386.7802429199219,0.0,0.06273592263460159,0.7413781881332397,0.019882513137642284,554000,1995.3644910722564,0.8164066672325134,0.17773427069187164,0.7225062847137451,358.48516845703125,554.0,554.0,39.79497156992677,13921.356848478317,1314.4551178570473,2.734921455383301,554,1000.0,0.11337722837924957,2.7665114402770996,361.0489196777344,2.48344087600708,1847.6526277015475,0.11468183249235153,245.5926513671875
555.0,292.12738037109375,1680.4199550127273,1.0,0.1446649730205536,-355.8059387207031,389.9464111328125,0.0,0.06262968480587006,0.7179967164993286,0.019490749081111935,555000,2396.629878351654,0.8164032697677612,0.1776072233915329,0.7064874172210693,358.3331604003906,555.0,555.0,39.80167133404626,13944.138057470322,1315.5845317102514,2.7829463481903076,555,1000.0,0.1134151741862297,2.7664222717285156,360.86199951171875,2.157921314239502,1851.1862231220305,0.16014228761196136,57.307613372802734
556.0,292.3024597167969,1684.1402565832766,1.0,0.18083827197551727,-358.6855163574219,383.8609619140625,0.0,0.06272228807210922,0.7474777698516846,0.020282151651708893,556000,1852.5661913092306,0.8163553476333618,0.18911515176296234,0.7804657816886902,357.7392272949219,556.0,556.0,39.808074371942524,13967.015706539154,1317.3771206600982,2.960287570953369,556,1000.0,0.1135091707110405,2.7667205333709717,361.7489013671875,2.6848833560943604,1854.8307939678748,0.0977250412106514,174.99220275878906
557.0,292.46728515625,1684.2083133253252,1.0,0.1033557653427124,-360.59527587890625,379.13092041015625,0.0,0.06267596036195755,0.692958652973175,0.020282151651708893,557000,1353.5246463004003,0.8162621855735779,0.17826558649539948,0.7084105610847473,360.33172607421875,557.0,557.0,39.81462694711068,13989.833453416824,1318.332775011773,2.6646478176116943,557,1000.0,0.11355042457580566,2.766789674758911,363.17626953125,2.95387864112854,1848.936888547382,0.06316003948450089,135.59017944335938
558.0,292.62603759765625,1682.7527211253234,1.0,0.04938538745045662,-361.1385803222656,386.6988525390625,0.0,0.06250780820846558,0.781980574131012,0.020282151651708893,558000,2029.368776096062,0.8161588311195374,0.22859473526477814,0.6721323132514954,361.03900146484375,558.0,558.0,39.821311163496695,14012.597368001938,1318.6120154546466,2.9819438457489014,558,1000.0,0.11353982985019684,2.7675387859344482,363.4359130859375,4.852393627166748,1847.8631316603078,0.14066119492053986,112.0190200805664
559.0,292.7856750488281,1699.5249647158437,1.0,0.058045923709869385,-360.17706298828125,388.376708984375,0.0,0.06236264109611511,0.7433310747146606,0.019490749081111935,559000,2012.3230740290117,0.8161119818687439,0.3090900182723999,0.6929497122764587,362.00384521484375,559.0,559.0,39.827779752570706,14035.429629087448,1318.8294879500559,2.541593074798584,559,1000.0,0.11353254318237305,2.7674758434295654,364.3863525390625,1.9818626642227173,1847.529753166512,0.1149790808558464,129.2982177734375
560.0,292.9474792480469,1691.8319412136664,1.0,0.06639368087053299,-360.7489929199219,384.71759033203125,0.0,0.062302831560373306,0.7847172021865845,0.019106704324195603,560000,1732.0048231954802,0.8159610629081726,0.18579620122909546,0.7882509231567383,358.6642150878906,560.0,560.0,39.834187692976805,14058.27587890625,1319.4105681098727,3.46405029296875,560,1000.0,0.11354611814022064,2.7675435543060303,362.51751708984375,3.1235768795013428,1839.7177619991262,0.02392234466969967,123.24697875976562
561.0,292.7774658203125,1678.5289769173728,1.0,0.12972746789455414,-362.06585693359375,345.20770263671875,0.0,0.06164563074707985,0.7821017503738403,0.019882513137642284,561000,1821.5536395564457,0.8161454796791077,0.1748107224702835,0.7351111173629761,362.4633483886719,561.0,561.0,39.84055649294811,14081.128613233566,1318.2213681371213,2.3356854915618896,561,1000.0,0.11350790411233902,2.767462730407715,364.7433776855469,2.169567823410034,1840.3475863283156,0.16471369564533234,178.0380096435547
562.0,292.94793701171875,1678.9631118157279,1.0,0.0670696496963501,-361.87738037109375,385.95343017578125,0.0,0.06158560514450073,0.8571971654891968,0.020282151651708893,562000,1706.5555231133155,0.8161672949790955,0.21597371995449066,0.8496643900871277,361.4861145019531,562.0,562.0,39.84736008286701,14103.820148468018,1319.2303325952528,2.4398281574249268,562,1000.0,0.11354728043079376,2.7681214809417725,364.8907470703125,2.0278923511505127,1834.860187504164,0.07752237468957901,171.64816284179688
563.0,293.1131896972656,1681.4506279616917,1.0,0.14120912551879883,-362.65509033203125,383.30645751953125,0.0,0.06136531010270119,0.7813542485237122,0.019882513137642284,563000,1545.8789228479143,0.8161417245864868,0.16802722215652466,0.8281368613243103,362.498291015625,563.0,563.0,39.85401655060441,14126.556084632874,1319.871255947128,2.092928409576416,563,1000.0,0.11359398812055588,2.7688117027282715,364.9261779785156,1.8618898391723633,1828.6065246102464,0.1102043092250824,101.44005584716797
