total/steps,reference_actor_Q_std,total/steps_per_second,total/epochs,rollout/Q_mean,train/param_noise_distance,reference_action_mean,reference_Q_mean,eval/return_history,eval/episodes,total/duration,rollout/episodes,rollout/return_history,reference_perturbed_action_mean,reference_action_std,rollout/return,total/episodes,eval/Q,rollout/actions_std,reference_Q_std,reference_actor_Q_mean,rollout/actions_mean,eval/return,ret_rms_mean,reference_perturbed_action_std,obs_rms_mean,param_noise_stddev,train/loss_critic,obs_rms_std,rollout/episode_steps,train/loss_actor,ret_rms_std
11000,32.16667175292969,108.17266109277797,11,28.657470703125,0.1821918785572052,0.4521540105342865,57.18143844604492,193.7736344573779,11.0,101.689279794693,51.0,196.96155216567482,0.6021191477775574,0.6161062717437744,196.96155216567482,51.0,70.04917907714844,0.4291761517524719,32.26847839355469,58.480735778808594,0.687932550907135,206.02915036581575,0.0,0.5260587930679321,0.05830298736691475,0.03142349394213421,9.122249603271484,0.866606593132019,213.01960784313727,-56.7519645690918,1.0
12000,33.919193267822266,107.60220288810035,12,32.342010498046875,0.26457470655441284,0.524421751499176,63.074031829833984,212.23132413514722,12.0,111.52188038825989,58.0,199.51658200432934,0.41377171874046326,0.6031607389450073,199.51658200432934,58.0,72.79285430908203,0.437622994184494,33.9448356628418,64.50019836425781,0.6758257746696472,415.2659105906094,0.0,0.6331017017364502,0.06432432681322098,0.03142349394213421,8.059022903442383,0.9288681745529175,206.5344827586207,-63.372459411621094,1.0
13000,37.079166412353516,106.66410199976666,13,36.61493682861328,0.23909611999988556,0.5380188226699829,66.2932357788086,237.88063640057518,13.0,121.87793040275574,60.0,200.56472269426345,0.5933986306190491,0.5155143141746521,200.56472269426345,60.0,76.24481201171875,0.43372219800949097,37.160831451416016,67.83192443847656,0.6757936477661133,545.6723835857113,0.0,0.5183203220367432,0.0683467835187912,0.030804326970036475,4.6455979347229,0.9114270210266113,204.35,-68.7882308959961,1.0
14000,38.48828125,106.95634885446853,14,40.22216796875,0.16268213093280792,0.5241609215736389,70.80508422851562,239.2848699079324,14.0,130.89452052116394,64.0,217.39806036501912,0.49904727935791016,0.48674944043159485,217.39806036501912,64.0,94.4793472290039,0.4335491359233856,38.65165710449219,72.69914245605469,0.6707935333251953,257.539905503576,0.0,0.5522711873054504,0.07127483934164047,0.029602352743226954,6.572820663452148,0.9078232049942017,215.640625,-75.33641815185547,1.0
15000,40.45068359375,107.10683095424214,15,43.70401382446289,0.18204809725284576,0.5010170936584473,75.43833923339844,240.73459159896782,15.0,140.04709005355835,70.0,220.60035285821226,0.5863615870475769,0.514007568359375,220.60035285821226,70.0,102.44710540771484,0.43329837918281555,40.524330139160156,77.35713195800781,0.6656482815742493,261.0306952734642,0.0,0.49433964490890503,0.07855932414531708,0.027886755354071244,8.459327697753906,0.9237290620803833,213.14285714285714,-81.91535186767578,1.0
16000,42.1485595703125,107.22008706328975,16,46.936466217041016,0.22608588635921478,0.5457730293273926,80.2790756225586,232.0054419417072,16.0,149.2257695198059,72.0,222.51126574513253,0.5774446129798889,0.48920169472694397,222.51126574513253,72.0,63.52581787109375,0.4373225271701813,42.226070404052734,82.27989196777344,0.661537766456604,101.06819708279725,0.0,0.49734750390052795,0.08235297352075577,0.030197360033365817,7.887841701507568,0.9028433561325073,211.93055555555554,-86.813720703125,1.0
17000,44.195735931396484,107.36325566001615,17,49.33100891113281,0.1833745241165161,0.5648032426834106,85.66502380371094,233.4301980322441,17.0,158.34095096588135,78.0,228.8611764887438,0.5676684975624084,0.518970251083374,228.8611764887438,78.0,102.76252746582031,0.4416551887989044,44.44911193847656,87.92073059082031,0.660945475101471,256.2262954808342,0.0,0.5019887685775757,0.08201107382774353,0.028447279136688076,10.16405963897705,0.9451282620429993,217.3846153846154,-93.21912384033203,1.0
18000,46.88763427734375,107.6130875100901,18,51.17228317260742,0.16663286089897156,0.5906944870948792,91.34794616699219,232.18333296111027,18.0,167.26590061187744,83.0,227.799498162811,0.6912118792533875,0.49694114923477173,227.799498162811,83.0,107.98998260498047,0.4414133131504059,47.01758575439453,93.29708862304688,0.6630520224571228,210.98662675183482,0.0,0.42395883798599243,0.08598820120096207,0.02733727610437334,15.165135383605957,0.9590109586715698,215.97590361445782,-99.20824432373047,1.0
19000,49.105323791503906,107.61250534070352,19,53.54164505004883,0.18540935218334198,0.6039174795150757,96.95891571044922,226.73887514557953,19.0,176.55940580368042,88.0,228.58755637099554,0.6528967022895813,0.4993070960044861,228.58755637099554,88.0,76.6473388671875,0.44030165672302246,49.39701843261719,99.19244384765625,0.6633069515228271,128.7386344660262,0.0,0.4328671395778656,0.09137481451034546,0.026798623766663407,10.395666122436523,0.9549331665039062,213.82954545454547,-103.89591979980469,1.0
20000,51.07676315307617,107.65228383468393,20,56.55183792114258,0.19803056120872498,0.6223034262657166,101.95025634765625,222.9234200269012,20.0,185.7833321094513,92.0,232.22345391013945,0.646477997303009,0.49175825715065,232.22345391013945,92.0,88.86060333251953,0.43709486722946167,51.51261901855469,104.32003021240234,0.6630021333694458,150.42977277201314,0.0,0.45451587438583374,0.09572070837020874,0.03080432697003647,21.203126907348633,0.9457072019577026,217.31521739130434,-108.70843505859375,1.0
21000,52.56341552734375,107.8233342055462,21,58.17036819458008,0.20476558804512024,0.6015459895133972,106.45362854003906,224.12261024425143,21.0,194.76303672790527,97.0,226.75154012737207,0.5828657746315002,0.5040689706802368,226.75154012737207,97.0,122.8537826538086,0.43973490595817566,53.04136657714844,108.6739501953125,0.6607939004898071,248.10641459125563,0.0,0.49499377608299255,0.09543102979660034,0.029602352743226954,13.960245132446289,0.9498542547225952,216.0,-113.57774353027344,1.0
22000,54.80265808105469,107.96706054544698,22,60.276180267333984,0.19138222932815552,0.6000229716300964,110.67536926269531,225.4376222212023,22.0,203.76585125923157,101.0,228.82248230148997,0.5371407866477966,0.4736396372318268,226.4887004864442,101.0,128.0746612548828,0.43993696570396423,55.139984130859375,112.85746765136719,0.6586177349090576,253.05287373717016,0.0,0.551760196685791,0.09771725535392761,0.02901906944733551,12.79662799835205,0.9504727721214294,216.8910891089109,-116.74185180664062,1.0
23000,56.752525329589844,108.13805693596679,23,62.24528121948242,0.14578016102313995,0.5545242428779602,114.32107543945312,224.1842403376784,23.0,212.6910789012909,106.0,239.02923144229072,0.5921089053153992,0.5477954745292664,225.27095713905896,106.0,115.47582244873047,0.44047608971595764,57.05266571044922,116.66283416748047,0.6571543216705322,196.60983890015285,0.0,0.5044496655464172,0.10028573125600815,0.028447279136688076,9.46519947052002,0.9527703523635864,216.41509433962264,-121.05938720703125,1.0
24000,58.77830123901367,108.20825532555784,24,65.4794921875,0.18541963398456573,0.5274000763893127,117.67111206054688,223.13687755615527,24.0,221.79453802108765,110.0,251.66107641830982,0.6178078055381775,0.5528326034545898,229.84711079008613,110.0,128.61383056640625,0.4391607642173767,58.96332550048828,119.82583618164062,0.6546815037727356,199.047533581125,0.0,0.501225471496582,0.10433834791183472,0.02733727610437334,22.137712478637695,0.9487500786781311,217.63636363636363,-124.64334106445312,1.0
25000,60.05475997924805,108.26029210796527,25,68.17289733886719,0.20645517110824585,0.5112807154655457,120.3721694946289,224.98223080171388,25.0,230.92492651939392,113.0,254.40515391060714,0.5796411037445068,0.5844696760177612,230.28212076479713,113.0,135.95028686523438,0.43916988372802734,60.2318229675293,122.71905517578125,0.6526220440864563,269.27070869512005,0.0,0.5445075631141663,0.10693737119436264,0.026270585008002556,20.738967895507812,0.9387707114219666,217.61946902654867,-127.1827163696289,1.0
26000,62.083656311035156,108.16305044525805,26,70.93576049804688,0.23990964889526367,0.6037838459014893,122.6700439453125,229.14010222539144,26.0,240.3778359889984,117.0,268.6542091332873,0.5756531357765198,0.5240216851234436,235.72643590854665,117.0,139.6016845703125,0.44160357117652893,61.897804260253906,125.1021957397461,0.648105263710022,333.0868878173304,0.0,0.5620830059051514,0.10855311155319214,0.027886755354071244,17.687314987182617,0.9444136619567871,221.35042735042734,-132.46005249023438,1.0
27000,63.53878402709961,108.10095536609232,27,73.41578674316406,0.16618531942367554,0.516589879989624,126.73199462890625,224.59859301644192,27.0,249.7665252685547,120.0,276.0813529533575,0.6239831447601318,0.6114118695259094,238.3654191652544,120.0,97.97472381591797,0.4413522183895111,63.611942291259766,128.8140869140625,0.6464827060699463,106.51935358375427,0.0,0.5104286670684814,0.10950400680303574,0.02733727610437334,22.27568817138672,0.9456170201301575,223.84166666666667,-135.6302032470703,1.0
28000,64.83143615722656,108.08994626640629,28,75.6246337890625,0.1851612627506256,0.5014335513114929,130.16958618164062,220.13844509692055,28.0,259.0435185432434,122.0,274.0769688476129,0.5375004410743713,0.6173259615898132,238.64007615272928,122.0,108.16625213623047,0.4422106444835663,65.3425064086914,132.4892578125,0.6440443396568298,99.71445126984356,0.0,0.5823553204536438,0.10961253196001053,0.026798623766663407,10.113785743713379,0.9428609013557434,224.2704918032787,-140.31565856933594,1.0
29000,65.08712768554688,108.08681078362171,29,77.42626190185547,0.23069098591804504,0.5078622698783875,134.55987548828125,224.99924938988593,29.0,268.30285573005676,127.0,274.0160180837374,0.532001256942749,0.6289894580841064,240.3155207501296,127.0,149.49224853515625,0.44604894518852234,65.92821502685547,137.23284912109375,0.6419720649719238,361.10176959291675,0.0,0.6149723529815674,0.10857052356004715,0.02575295069895359,17.358211517333984,0.9470945000648499,226.92125984251967,-145.4702606201172,1.0
30000,66.07910919189453,108.05517253771302,30,79.55777740478516,0.22475393116474152,0.5589710474014282,138.9139862060547,222.88793600279038,30.0,277.635945558548,132.0,276.72910842576005,0.4977792799472809,0.6104022264480591,238.88616026430216,132.0,145.69789123535156,0.4480511546134949,66.8681411743164,141.44158935546875,0.6402796506881714,161.65984777701985,0.0,0.652686357498169,0.1061241626739502,0.026270585008002556,13.284937858581543,0.9658499360084534,226.1590909090909,-149.07467651367188,1.0
