total/episodes,reference_perturbed_action_std,reference_actor_Q_mean,reference_Q_mean,rollout/Q_mean,eval/return_history,train/loss_actor,total/steps,rollout/episode_steps,rollout/actions_mean,eval/Q,total/duration,total/steps_per_second,train/param_noise_distance,ret_rms_std,rollout/return_history,eval/return,reference_actor_Q_std,reference_action_std,rollout/actions_std,param_noise_stddev,reference_perturbed_action_mean,reference_Q_std,obs_rms_std,eval/episodes,train/loss_critic,rollout/return,obs_rms_mean,total/epochs,rollout/episodes,ret_rms_mean,reference_action_mean
97.0,0.5667754411697388,58.71260452270508,56.531394958496094,42.832523345947266,303.0192593465997,-78.43253326416016,16000,160.56701030927834,0.5993776321411133,75.56929779052734,172.52327275276184,92.74111106696394,0.22648942470550537,1.0,164.94243330520908,155.12422352208964,38.2402458190918,0.5941326022148132,0.47704824805259705,0.03402714112950338,0.5549853444099426,38.8502311706543,1.2623459100723267,16.0,8.20051097869873,164.94243330520908,0.06558755040168762,16,97.0,0.0,0.5191726684570312
100.0,0.5711243152618408,65.09619140625,62.59977340698242,45.83679962158203,286.5445543209145,-86.4130630493164,17000,168.72,0.6053544282913208,78.46229553222656,185.05274367332458,91.86570089449884,0.20825520157814026,1.0,170.96766039018578,22.94927390995091,40.891082763671875,0.5916965007781982,0.47480085492134094,0.03269941380439556,0.5224509835243225,41.32809829711914,1.263037085533142,17.0,12.231932640075684,170.96766039018578,0.06267289817333221,17,100.0,0.0,0.5312170386314392
107.0,0.5101286172866821,68.02404022216797,65.00847625732422,48.816986083984375,285.51527681412045,-91.85214233398438,18000,167.7663551401869,0.6060646772384644,115.03311157226562,195.45569348335266,92.09248233811667,0.2600129246711731,1.0,183.4402960688317,268.0175591986222,43.611331939697266,0.519999086856842,0.47480663657188416,0.03335667202186391,0.6530125737190247,44.07645034790039,1.2699275016784668,18.0,12.688785552978516,171.08628590051006,0.06413009762763977,18,107.0,0.0,0.6210927367210388
114.0,0.5325644612312317,71.63053894042969,68.44288635253906,51.86666488647461,285.42639095030626,-94.66565704345703,19000,166.2982456140351,0.6047561168670654,119.49639129638672,205.78137063980103,92.33100129971207,0.1430661529302597,1.0,198.1914647905423,283.8264454016495,45.292415618896484,0.4963224530220032,0.4768596887588501,0.0320551061703711,0.5880809426307678,45.69951248168945,1.2883586883544922,19.0,13.771483421325684,174.32183522905353,0.06544593721628189,19,114.0,0.0,0.6442776322364807
116.0,0.5218751430511475,74.20223999023438,71.01985931396484,55.40595626831055,284.68126560809947,-100.4822769165039,20000,166.75862068965517,0.6091448068618774,121.87256622314453,215.84505224227905,92.65906163811738,0.19066566228866577,1.0,204.04080136037894,270.52388410617135,46.5109748840332,0.4997727870941162,0.47211840748786926,0.0320551061703711,0.6031100749969482,47.291595458984375,1.262293815612793,20.0,15.916979789733887,176.92723899941987,0.07231684774160385,20,116.0,0.0,0.6348770260810852
121.0,0.5293475389480591,75.85523986816406,72.01594543457031,58.46548843383789,283.8824575651766,-103.45121002197266,21000,172.2396694214876,0.6128669381141663,123.16929626464844,226.20752096176147,92.83510959633335,0.1915450394153595,1.0,207.53418403020507,267.906296706719,49.10700988769531,0.5051973462104797,0.46841174364089966,0.0320551061703711,0.5884663462638855,49.731849670410156,1.244049072265625,21.0,12.268167495727539,184.86617776871043,0.07751069217920303,21,121.0,0.0,0.6062290072441101
123.0,0.5749129056930542,83.50360870361328,79.85414123535156,61.20697784423828,273.820827899321,-112.22114562988281,22000,178.0569105691057,0.6159356236457825,108.02472686767578,239.11653304100037,92.00534869007885,0.19995225965976715,1.0,216.99371509622014,62.52660491635324,51.517555236816406,0.6090148687362671,0.4654819667339325,0.030197360033365813,0.5605519413948059,52.00406265258789,1.227739691734314,22.0,24.400146484375,189.72961630869284,0.07451222091913223,22,123.0,0.0,0.46423855423927307
126.0,0.5494598150253296,86.0186538696289,82.11627960205078,63.37950134277344,279.2832019136229,-115.5967025756836,23000,177.38888888888889,0.6153039932250977,120.65310668945312,253.24619817733765,90.82071188249022,0.2521848976612091,1.0,219.12371320627568,399.4554302282662,53.577484130859375,0.5931373238563538,0.464225172996521,0.028447279136688073,0.5427559018135071,54.140533447265625,1.221719741821289,23.0,12.966788291931152,188.8224312927523,0.07421543449163437,23,126.0,0.0,0.4460096061229706
128.0,0.5859813094139099,90.02354431152344,86.62826538085938,66.03111267089844,292.3652830079547,-120.55345916748047,24000,183.234375,0.6176027655601501,128.20449829101562,265.85656476020813,90.274242509855,0.23329231142997742,1.0,216.29890457144026,593.2531481775848,56.8243408203125,0.6098163723945618,0.461581826210022,0.02960235274322695,0.4757723808288574,57.31743621826172,1.2121950387954712,24.0,27.744544982910156,194.62285575925443,0.07261822372674942,24,128.0,0.0,0.4379377067089081
134.0,0.6114049553871155,92.66714477539062,88.82752227783203,68.6724624633789,288.52587862124534,-125.02287292480469,25000,186.55223880597015,0.6162756085395813,129.84800720214844,276.87678050994873,90.29287307500205,0.17378607392311096,1.0,222.6980244370287,196.38017334022177,57.75606918334961,0.6250799298286438,0.46200239658355713,0.030197360033365813,0.5135166645050049,58.687801361083984,1.217054843902588,25.0,24.337018966674805,196.1231385886081,0.068708635866642,25,134.0,0.0,0.4293350279331207
135.0,0.6634419560432434,98.5400390625,94.33912658691406,70.76343536376953,287.60238142737256,-128.0016326904297,26000,187.11851851851853,0.6191203594207764,140.335693359375,286.7674627304077,90.66579503980478,0.2060481309890747,1.0,222.4864993247639,264.5149515805532,60.24917221069336,0.580040693283081,0.4617350697517395,0.029019069447335507,0.3829333782196045,61.20990753173828,1.214093565940857,26.0,16.254196166992188,195.281546927561,0.0660124272108078,26,135.0,0.0,0.5177801251411438
139.0,0.601502001285553,105.10675811767578,100.68510437011719,73.68328857421875,287.3591927085778,-133.81991577148438,27000,192.46762589928056,0.6209216117858887,145.86412048339844,296.76714038848877,90.98042311778563,0.25215041637420654,1.0,234.78089879253966,281.0362860199132,61.6289176940918,0.5918821692466736,0.4593751132488251,0.029019069447335507,0.4436556100845337,62.57801818847656,1.2020654678344727,27.0,17.091100692749023,203.2449056822301,0.06929907202720642,27,139.0,0.0,0.49121201038360596
141.0,0.555407702922821,108.33250427246094,103.65087127685547,77.20227813720703,286.79573773939427,-138.1310577392578,28000,197.8368794326241,0.6168645620346069,146.16990661621094,306.92700457572937,91.22690275723667,0.20737914741039276,1.0,242.4247432171234,271.58245357144034,62.82799530029297,0.6022869348526001,0.4584673345088959,0.02960235274322695,0.5373743176460266,63.998844146728516,1.1851307153701782,28.0,33.94771194458008,209.50738117709236,0.07153698801994324,28,141.0,0.0,0.4573572874069214
148.0,0.5517069101333618,113.03656768798828,107.90290069580078,79.44319152832031,286.78887662686395,-140.5272979736328,29000,195.76351351351352,0.6191175580024719,143.56362915039062,316.90242886543274,91.51081644853647,0.19177620112895966,1.0,245.33211149059662,286.5967654760155,63.96392822265625,0.571488618850708,0.4559251368045807,0.029019069447335507,0.5470327734947205,65.26651000976562,1.175614595413208,29.0,28.173471450805664,210.980326989807,0.07725512981414795,29,148.0,0.0,0.5273609757423401
154.0,0.5445008873939514,119.07684326171875,114.06765747070312,81.72598266601562,288.3014373595925,-144.16049194335938,30000,194.3116883116883,0.6187499761581421,144.65029907226562,327.0530152320862,91.72824772372498,0.21336539089679718,1.0,245.53505529354317,332.16569860872056,61.693241119384766,0.5359457731246948,0.4541531205177307,0.028447279136688073,0.5473180413246155,63.43402862548828,1.1636896133422852,30.0,26.735021591186523,214.01654097592908,0.08352049440145493,30,154.0,0.0,0.5788857340812683
157.0,0.561408519744873,121.19808959960938,116.71577453613281,82.09085845947266,285.807214079371,-145.9625244140625,31000,193.70063694267515,0.6150950193405151,154.48681640625,337.53101539611816,91.84341167468465,0.16016048192977905,1.0,249.16755700543644,210.9805156727275,64.63006591796875,0.5582991242408752,0.4556908905506134,0.029019069447335507,0.5347013473510742,66.10091400146484,1.164263129234314,31.0,18.660146713256836,214.56297305631833,0.0844750702381134,31,157.0,0.0,0.5395848751068115
164.0,0.4878617525100708,120.73861694335938,116.48912048339844,84.17475128173828,288.6951616346149,-147.8446044921875,32000,194.7378048780488,0.6117438077926636,152.9992218017578,347.75869631767273,92.01782827817034,0.1656511425971985,1.0,261.96158902220924,378.22153584717404,66.38667297363281,0.467892050743103,0.45630261301994324,0.02788675535407124,0.6302050948143005,67.74967956542969,1.162032127380371,32.0,29.5422420501709,214.29785619094477,0.08526909351348877,32,164.0,0.0,0.6099371314048767
169.0,0.5588022470474243,121.25514221191406,116.61487579345703,86.5396728515625,291.5701128006746,-149.5435028076172,33000,194.89940828402368,0.6090425252914429,160.46800231933594,357.987681388855,92.18194288689669,0.20899422466754913,1.0,270.1231861172753,383.56855011458583,66.7529067993164,0.47688189148902893,0.4573141932487488,0.02788675535407124,0.5223934650421143,68.46142578125,1.1554685831069946,33.0,22.72308349609375,218.51938284589178,0.08567333221435547,33,169.0,0.0,0.6178244352340698
170.0,0.4793727695941925,124.0975112915039,119.66326904296875,89.71333312988281,293.73869640498623,-155.2445526123047,34000,199.63529411764705,0.6066599488258362,167.91725158691406,368.1682240962982,92.3490887445706,0.17227640748023987,1.0,277.67932858770126,365.30195534727017,69.10106658935547,0.44359251856803894,0.4582960307598114,0.028447279136688073,0.6665618419647217,70.81470489501953,1.1410125494003296,34.0,20.440614700317383,223.35008580037126,0.08692147582769394,34,170.0,0.0,0.6768630146980286
174.0,0.5096302628517151,124.48797607421875,120.31693267822266,91.64119720458984,296.36830991540756,-156.9407196044922,35000,200.54597701149424,0.6075118780136108,166.53988647460938,379.09838485717773,92.32431843038837,0.231144517660141,1.0,284.32037740699633,385.7751692697333,69.95471954345703,0.47796204686164856,0.4578365683555603,0.0314234939421342,0.6319243311882019,71.13862609863281,1.1303045749664307,35.0,26.299226760864258,226.01682462162816,0.08866963535547256,35,174.0,0.0,0.6348873376846313
